# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Wed May 15 05:53:33 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.004 -0.58336 6.54407 72.8996047974 2.6333278633   60.227  6.132  3.7623  0.087    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -4.69e-05      0.00 7.231e-01 2.729e-01 5.253e-04 8.130e-04 1.309e-03 -1.000 3.974e-03 -10.559 -9.557 -9.965 -10.553 -10.906 -11.227 -11.645 -11.922 -11.980
0.004 -0.58336 6.54407 72.9020156860 2.6333278895   60.225  6.131  3.7616  0.085    1  0.000  0.528     0.00     0.00     0.00     0.00     0.00 -1 -4.67e-05      0.00 7.229e-01 2.731e-01 5.233e-04 8.191e-04 1.304e-03 -1.000 3.975e-03 -10.557 -9.547 -9.957 -10.550 -10.904 -11.227 -11.647 -11.925 -11.983
0.004 -0.58336 6.54407 72.9050598145 2.6333279226   60.223  6.130  3.7608  0.083    1  0.000  0.527     0.00     0.00     0.00     0.00     0.00 -1 -4.64e-05      0.00 7.227e-01 2.733e-01 5.206e-04 8.272e-04 1.299e-03 -1.000 3.975e-03 -10.555 -9.534 -9.947 -10.545 -10.902 -11.226 -11.649 -11.929 -11.988
0.004 -0.58336 6.54407 72.9082489014 2.6333279573   60.220  6.129  3.7599  0.080    1  0.000  0.527     0.00     0.00     0.00     0.00     0.00 -1 -4.61e-05      0.00 7.225e-01 2.735e-01 5.177e-04 8.356e-04 1.293e-03 -1.000 3.975e-03 -10.552 -9.520 -9.936 -10.540 -10.900 -11.226 -11.651 -11.933 -11.992
0.004 -0.58336 6.54407 72.9190292358 2.6333280745   60.212  6.126  3.7568  0.071    1  0.000  0.526     0.00     0.00     0.00     0.00     0.00 -1 -4.52e-05      0.00 7.217e-01 2.744e-01 5.062e-04 8.699e-04 1.269e-03 -1.000 3.975e-03 -10.544 -9.470 -9.899 -10.522 -10.891 -11.225 -11.659 -11.949 -12.009
0.004 -0.58336 6.54407 72.9281539917 2.6333281737   60.206  6.126  3.7532  0.057    1  0.000  0.523     0.00     0.00     0.00     0.00     0.00 -1  -4.6e-05      0.00 7.206e-01 2.754e-01 4.874e-04 9.256e-04 1.230e-03 -1.000 3.972e-03 -10.544 -9.421 -9.865 -10.511 -10.891 -11.233 -11.677 -11.976 -12.037
0.004 -0.58336 6.54407 72.9410400391 2.6333283138   60.196  6.126  3.7480  0.036    1  0.000  0.518     0.00     0.00     0.00     0.00     0.00 -1 -4.74e-05      0.00 7.191e-01 2.769e-01 4.597e-04 1.008e-03 1.172e-03 -1.000 3.969e-03 -10.545 -9.347 -9.817 -10.496 -10.891 -11.244 -11.704 -12.017 -12.080
0.004 -0.58336 6.54407 72.9607086182 2.6333285274   60.181  6.130  3.7402  0.001    1  0.000  0.514     0.00     0.00     0.00     0.00     0.00 -1 -5.05e-05      0.00 7.147e-01 2.813e-01 4.153e-04 1.145e-03 1.075e-03 -1.000 3.970e-03 -10.554 -9.232 -9.753 -10.479 -10.898 -11.267 -11.752 -12.087 -12.152
0.004 -0.58336 6.54407 73.0039367676 2.6333289964   60.140  6.156  3.7256 -0.084    1  0.000  0.521     0.00     0.00     0.00     0.00     0.00 -1 -6.47e-05      0.00 6.890e-01 3.071e-01 3.061e-04 1.514e-03 8.011e-04 -1.000 3.965e-03 -10.619 -9.065 -9.669 -10.492 -10.954 -11.355 -11.881 -12.252 -12.323
0.004 -0.58336 6.54407 73.0081863403 2.6333290425   60.134  6.159  3.7247 -0.091    1  0.000  0.523     0.00     0.00     0.00     0.00     0.00 -1 -6.67e-05      0.00 6.851e-01 3.109e-01 2.959e-04 1.550e-03 7.736e-04 -1.000 3.964e-03 -10.627 -9.056 -9.666 -10.496 -10.960 -11.364 -11.893 -12.265 -12.337
0.004 -0.58336 6.54407 73.0323486328 2.6333293043   60.102  6.175  3.7199 -0.126    1  0.000  0.534     0.00     0.00     0.00     0.00     0.00 -1 -7.81e-05      0.00 6.636e-01 3.324e-01 2.451e-04 1.732e-03 6.356e-04 -1.000 3.951e-03 -10.667 -9.011 -9.653 -10.518 -10.997 -11.411 -11.954 -12.338 -12.411
0.004 -0.58336 6.54407 73.0913238525 2.6333299426   59.982  6.196  3.7165 -0.162    1  0.000  0.548     0.00     0.00     0.00     0.00     0.00 -1 -9.55e-05      0.00 6.335e-01 3.626e-01 2.067e-04 1.870e-03 5.317e-04 -1.000 3.916e-03 -10.721 -8.998 -9.669 -10.557 -11.047 -11.468 -12.022 -12.413 -12.488
0.004 -0.58336 6.54407 73.3939437866 2.6333331993   59.229  6.214  3.7165 -0.186    1  0.000  0.565     0.00     0.00     0.00     0.00     0.00 -1 -0.000111      0.00 6.055e-01 3.906e-01 1.819e-04 1.959e-03 4.647e-04 -1.000 3.901e-03 -10.766 -9.038 -9.714 -10.603 -11.092 -11.514 -12.067 -12.457 -12.532
0.004 -0.58336 6.54407 73.6315536499 2.6333357347   58.593  6.223  3.7177 -0.194    1  0.000  0.577     0.00     0.00     0.00     0.00     0.00 -1 -0.000118      0.00 5.908e-01 4.053e-01 1.723e-04 1.993e-03 4.385e-04 -1.000 3.900e-03 -10.787 -9.079 -9.747 -10.629 -11.115 -11.535 -12.083 -12.469 -12.544
0.004 -0.58336 6.54407 74.0058593750 2.6333396909   57.569  6.227  3.7206 -0.195    1  0.000  0.584     0.00     0.00     0.00     0.00     0.00 -1  -0.00012      0.00 5.814e-01 4.147e-01 1.608e-04 2.035e-03 4.073e-04 -1.000 3.900e-03 -10.799 -9.144 -9.791 -10.654 -11.131 -11.544 -12.083 -12.460 -12.534
0.004 -0.58336 6.54407 74.2208328247 2.6333419423   56.974  6.230  3.7224 -0.195    1  0.000  0.589     0.00     0.00     0.00     0.00     0.00 -1 -0.000121      0.00 5.761e-01 4.200e-01 1.544e-04 2.057e-03 3.900e-04 -1.000 3.900e-03 -10.805 -9.180 -9.817 -10.667 -11.139 -11.548 -12.082 -12.453 -12.527
0.004 -0.58336 6.54407 74.4067153931 2.6333438770   56.457  6.232  3.7240 -0.195    1  0.000  0.592     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.716e-01 4.245e-01 1.490e-04 2.077e-03 3.754e-04 -1.000 3.900e-03 -10.811 -9.211 -9.840 -10.679 -11.147 -11.552 -12.080 -12.448 -12.521
0.004 -0.58336 6.54407 74.4420089722 2.6333442431   56.358  6.233  3.7243 -0.195    1  0.000  0.593     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.707e-01 4.254e-01 1.480e-04 2.080e-03 3.726e-04 -1.000 3.900e-03 -10.812 -9.217 -9.844 -10.682 -11.148 -11.553 -12.080 -12.447 -12.520
0.004 -0.58336 6.54407 74.4712753296 2.6333445464   56.276  6.233  3.7245 -0.195    1  0.000  0.594     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.700e-01 4.261e-01 1.472e-04 2.083e-03 3.704e-04 -1.000 3.900e-03 -10.813 -9.222 -9.848 -10.683 -11.149 -11.553 -12.080 -12.446 -12.519
0.004 -0.58336 6.54407 74.5255432129 2.6333451080   56.125  6.234  3.7250 -0.195    1  0.000  0.595     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.687e-01 4.274e-01 1.456e-04 2.089e-03 3.662e-04 -1.000 3.900e-03 -10.814 -9.232 -9.854 -10.687 -11.151 -11.554 -12.080 -12.444 -12.517
0.004 -0.58336 6.54407 74.6153259277 2.6333460351   55.874  6.235  3.7258 -0.195    1  0.000  0.597     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.666e-01 4.295e-01 1.431e-04 2.098e-03 3.593e-04 -1.000 3.900e-03 -10.817 -9.247 -9.865 -10.693 -11.154 -11.556 -12.079 -12.441 -12.514
0.004 -0.58336 6.54407 74.6327667236 2.6333462149   55.824  6.235  3.7259 -0.195    1  0.000  0.597     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.662e-01 4.299e-01 1.426e-04 2.100e-03 3.580e-04 -1.000 3.900e-03 -10.817 -9.250 -9.867 -10.694 -11.155 -11.556 -12.079 -12.441 -12.513
0.004 -0.58336 6.54407 74.6499404907 2.6333463918   55.776  6.235  3.7261 -0.194    1  0.000  0.597     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.658e-01 4.303e-01 1.421e-04 2.101e-03 3.567e-04 -1.000 3.900e-03 -10.818 -9.254 -9.870 -10.695 -11.156 -11.556 -12.078 -12.440 -12.513
0.004 -0.58336 6.54407 74.6602325439 2.6333464978   55.748  6.235  3.7262 -0.194    1  0.000  0.598     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.656e-01 4.305e-01 1.418e-04 2.102e-03 3.559e-04 -1.000 3.900e-03 -10.818 -9.256 -9.871 -10.696 -11.156 -11.557 -12.078 -12.439 -12.512
0.004 -0.58336 6.54407 74.6672363281 2.6333465699   55.729  6.235  3.7263 -0.194    1  0.000  0.598     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.654e-01 4.307e-01 1.416e-04 2.103e-03 3.554e-04 -1.000 3.900e-03 -10.818 -9.258 -9.873 -10.697 -11.156 -11.557 -12.078 -12.439 -12.512
0.004 -0.58336 6.54407 74.6730804443 2.6333466301   55.712  6.235  3.7264 -0.194    1  0.000  0.598     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.653e-01 4.308e-01 1.415e-04 2.104e-03 3.549e-04 -1.000 3.900e-03 -10.819 -9.259 -9.874 -10.697 -11.157 -11.557 -12.078 -12.438 -12.511
0.004 -0.58336 6.54407 74.6785812378 2.6333466867   55.697  6.236  3.7264 -0.194    1  0.000  0.598     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.652e-01 4.309e-01 1.413e-04 2.104e-03 3.545e-04 -1.000 3.900e-03 -10.819 -9.261 -9.875 -10.697 -11.157 -11.557 -12.078 -12.438 -12.511
0.004 -0.58336 6.54407 74.6841278076 2.6333467438   55.682  6.236  3.7265 -0.194    1  0.000  0.598     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.651e-01 4.310e-01 1.412e-04 2.105e-03 3.541e-04 -1.000 3.900e-03 -10.819 -9.262 -9.876 -10.698 -11.157 -11.557 -12.078 -12.438 -12.510
0.004 -0.58336 6.54407 74.6898651123 2.6333468028   55.666  6.236  3.7266 -0.194    1  0.000  0.598     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.650e-01 4.311e-01 1.410e-04 2.105e-03 3.537e-04 -1.000 3.900e-03 -10.819 -9.263 -9.876 -10.698 -11.157 -11.557 -12.077 -12.437 -12.510
0.004 -0.58336 6.54407 74.6949691772 2.6333468553   55.652  6.236  3.7267 -0.194    1  0.000  0.598     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.649e-01 4.312e-01 1.409e-04 2.106e-03 3.533e-04 -1.000 3.900e-03 -10.819 -9.265 -9.877 -10.699 -11.158 -11.557 -12.077 -12.437 -12.510
0.004 -0.58336 6.54407 74.6995697021 2.6333469026   55.639  6.236  3.7267 -0.194    1  0.000  0.598     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.648e-01 4.313e-01 1.408e-04 2.106e-03 3.530e-04 -1.000 3.900e-03 -10.819 -9.266 -9.878 -10.699 -11.158 -11.557 -12.077 -12.437 -12.510
0.004 -0.58336 6.54407 74.7283477783 2.6333471985   55.559  6.236  3.7271 -0.193    1  0.000  0.599     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.642e-01 4.319e-01 1.400e-04 2.109e-03 3.508e-04 -1.000 3.900e-03 -10.820 -9.273 -9.883 -10.702 -11.159 -11.558 -12.077 -12.435 -12.508
0.004 -0.58336 6.54407 74.7467956543 2.6333473880   55.508  6.236  3.7273 -0.193    1  0.000  0.599     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.638e-01 4.323e-01 1.395e-04 2.111e-03 3.494e-04 -1.000 3.900e-03 -10.821 -9.277 -9.886 -10.703 -11.160 -11.558 -12.076 -12.434 -12.507
0.004 -0.58336 6.54407 74.7728805542 2.6333476558   55.435  6.237  3.7276 -0.192    1  0.000  0.600     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.632e-01 4.329e-01 1.387e-04 2.114e-03 3.475e-04 -1.000 3.900e-03 -10.822 -9.284 -9.891 -10.705 -11.161 -11.558 -12.075 -12.433 -12.505
0.004 -0.58336 6.54407 74.8040695190 2.6333479757   55.349  6.237  3.7280 -0.192    1  0.000  0.600     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.626e-01 4.335e-01 1.379e-04 2.117e-03 3.452e-04 -1.000 3.900e-03 -10.823 -9.291 -9.896 -10.708 -11.162 -11.559 -12.075 -12.431 -12.503
0.004 -0.58336 6.54407 74.8383331299 2.6333483267   55.254  6.238  3.7285 -0.191    1  0.000  0.601     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.619e-01 4.342e-01 1.370e-04 2.120e-03 3.427e-04 -1.000 3.900e-03 -10.824 -9.300 -9.902 -10.711 -11.164 -11.559 -12.074 -12.429 -12.501
0.004 -0.58336 6.54407 74.8741760254 2.6333486936   55.154  6.238  3.7290 -0.191    1  0.000  0.602     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.611e-01 4.350e-01 1.360e-04 2.123e-03 3.400e-04 -1.000 3.900e-03 -10.825 -9.309 -9.908 -10.714 -11.165 -11.560 -12.073 -12.426 -12.498
0.004 -0.58336 6.54407 74.9111480713 2.6333490716   55.051  6.238  3.7294 -0.190    1  0.000  0.602     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.604e-01 4.357e-01 1.350e-04 2.127e-03 3.373e-04 -1.000 3.900e-03 -10.826 -9.318 -9.914 -10.717 -11.167 -11.560 -12.072 -12.424 -12.496
0.004 -0.58336 6.54407 74.9497451782 2.6333494658   54.943  6.239  3.7299 -0.189    1  0.000  0.603     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.596e-01 4.365e-01 1.340e-04 2.131e-03 3.345e-04 -1.000 3.900e-03 -10.827 -9.328 -9.921 -10.720 -11.169 -11.561 -12.071 -12.422 -12.493
0.004 -0.58336 6.54407 74.9878921509 2.6333498549   54.837  6.239  3.7304 -0.188    1  0.000  0.604     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.588e-01 4.373e-01 1.329e-04 2.134e-03 3.318e-04 -1.000 3.900e-03 -10.828 -9.337 -9.927 -10.723 -11.170 -11.561 -12.070 -12.419 -12.491
0.004 -0.58336 6.54407 75.0256271362 2.6333502393   54.732  6.240  3.7310 -0.188    1  0.000  0.605     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.581e-01 4.380e-01 1.319e-04 2.138e-03 3.290e-04 -1.000 3.900e-03 -10.829 -9.346 -9.934 -10.726 -11.172 -11.561 -12.069 -12.417 -12.488
0.004 -0.58336 6.54407 75.0643081665 2.6333506330   54.625  6.240  3.7315 -0.187    1  0.000  0.605     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.573e-01 4.388e-01 1.309e-04 2.142e-03 3.263e-04 -1.000 3.900e-03 -10.831 -9.355 -9.940 -10.729 -11.173 -11.562 -12.067 -12.414 -12.485
0.004 -0.58336 6.54407 75.1038665771 2.6333510350   54.514  6.241  3.7320 -0.186    1  0.000  0.606     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.565e-01 4.396e-01 1.299e-04 2.145e-03 3.234e-04 -1.000 3.900e-03 -10.832 -9.364 -9.947 -10.732 -11.175 -11.562 -12.066 -12.412 -12.483
0.004 -0.58336 6.54407 75.1427841187 2.6333514301   54.406  6.241  3.7325 -0.185    1  0.000  0.607     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.558e-01 4.403e-01 1.289e-04 2.149e-03 3.207e-04 -1.000 3.900e-03 -10.833 -9.373 -9.953 -10.735 -11.176 -11.563 -12.065 -12.409 -12.480
0.004 -0.58336 6.54407 75.1809463501 2.6333518171   54.299  6.242  3.7331 -0.185    1  0.000  0.608     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.550e-01 4.411e-01 1.279e-04 2.153e-03 3.180e-04 -1.000 3.900e-03 -10.834 -9.383 -9.960 -10.738 -11.178 -11.563 -12.064 -12.406 -12.477
0.004 -0.58336 6.54407 75.2202377319 2.6333522150   54.189  6.242  3.7336 -0.184    1  0.000  0.608     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.543e-01 4.418e-01 1.269e-04 2.156e-03 3.152e-04 -1.000 3.900e-03 -10.835 -9.392 -9.966 -10.742 -11.179 -11.563 -12.063 -12.404 -12.474
0.004 -0.58336 6.54407 75.2590484619 2.6333526076   54.081  6.243  3.7341 -0.183    1  0.000  0.609     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.535e-01 4.426e-01 1.259e-04 2.160e-03 3.125e-04 -1.000 3.900e-03 -10.837 -9.401 -9.973 -10.745 -11.181 -11.564 -12.061 -12.401 -12.471
0.004 -0.58336 6.54407 75.2976303101 2.6333529975   53.972  6.243  3.7347 -0.182    1  0.000  0.610     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.528e-01 4.433e-01 1.249e-04 2.163e-03 3.098e-04 -1.000 3.900e-03 -10.838 -9.411 -9.980 -10.748 -11.182 -11.564 -12.060 -12.398 -12.468
0.004 -0.58336 6.54407 75.3373870850 2.6333533987   53.861  6.244  3.7352 -0.181    1  0.000  0.611     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.520e-01 4.441e-01 1.239e-04 2.167e-03 3.070e-04 -1.000 3.900e-03 -10.839 -9.421 -9.986 -10.751 -11.184 -11.564 -12.059 -12.395 -12.465
0.004 -0.58336 6.54407 75.4212112427 2.6333542430   53.626  6.245  3.7364 -0.179    1  0.000  0.612     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.504e-01 4.457e-01 1.217e-04 2.175e-03 3.013e-04 -1.000 3.900e-03 -10.841 -9.441 -10.001 -10.758 -11.187 -11.565 -12.056 -12.389 -12.459
0.004 -0.58336 6.54407 75.5078201294 2.6333551132   53.388  6.246  3.7380 -0.176    1  0.000  0.614     0.00     0.00     0.00     0.00     0.00 -1 -0.000122      0.00 5.488e-01 4.473e-01 1.196e-04 2.183e-03 2.954e-04 -1.000 3.900e-03 -10.844 -9.467 -10.019 -10.766 -11.191 -11.565 -12.051 -12.381 -12.450
0.004 -0.58336 6.54407 75.5945739746 2.6333559824   53.153  6.247  3.7399 -0.172    1  0.000  0.615     0.00     0.00     0.00     0.00     0.00 -1 -0.000121      0.00 5.473e-01 4.488e-01 1.174e-04 2.190e-03 2.896e-04 -1.000 3.900e-03 -10.846 -9.499 -10.041 -10.775 -11.194 -11.565 -12.045 -12.370 -12.439
0.004 -0.58336 6.54407 75.7104187012 2.6333571397   52.840  6.248  3.7424 -0.165    1  0.000  0.618     0.00     0.00     0.00     0.00     0.00 -1  -0.00012      0.00 5.452e-01 4.509e-01 1.146e-04 2.200e-03 2.819e-04 -1.000 3.900e-03 -10.850 -9.543 -10.068 -10.787 -11.199 -11.564 -12.036 -12.354 -12.421
0.004 -0.58336 6.54407 75.8109283447 2.6333581404   52.567  6.249  3.7447 -0.160    1  0.000  0.619     0.00     0.00     0.00     0.00     0.00 -1 -0.000119      0.00 5.435e-01 4.526e-01 1.122e-04 2.209e-03 2.753e-04 -1.000 3.900e-03 -10.852 -9.582 -10.093 -10.797 -11.202 -11.562 -12.028 -12.339 -12.406
0.004 -0.58336 6.54407 75.9163589478 2.6333591868   52.283  6.250  3.7472 -0.153    1  0.000  0.622     0.00     0.00     0.00     0.00     0.00 -1 -0.000118      0.00 5.408e-01 4.553e-01 1.096e-04 2.218e-03 2.683e-04 -1.000 3.900e-03 -10.855 -9.625 -10.120 -10.808 -11.206 -11.560 -12.018 -12.322 -12.388
0.004 -0.58336 6.54407 76.0853881836 2.6333608576   51.846  6.251  3.7528 -0.135    1  0.000  0.633     0.00     0.00     0.00     0.00     0.00 -1 -0.000116      0.00 5.252e-01 4.709e-01 1.047e-04 2.236e-03 2.550e-04 -1.000 3.900e-03 -10.858 -9.710 -10.176 -10.828 -11.209 -11.551 -11.992 -12.283 -12.346
0.004 -0.58336 6.54407 76.2336578369 2.6333623161   51.460  6.252  3.7576 -0.120    1  0.000  0.647     0.00     0.00     0.00     0.00     0.00 -1 -0.000115      0.00 5.078e-01 4.883e-01 1.002e-04 2.252e-03 2.428e-04 -1.000 3.900e-03 -10.860 -9.779 -10.223 -10.845 -11.211 -11.542 -11.969 -12.248 -12.310
0.004 -0.58336 6.54407 76.4461288452 2.6333643949   50.909  6.253  3.7639 -0.101    1  0.000  0.681     0.00     0.00     0.00     0.00     0.00 -1 -0.000118      0.00 4.697e-01 5.264e-01 9.295e-05 2.279e-03 2.232e-04 -1.000 3.900e-03 -10.863 -9.866 -10.285 -10.866 -11.213 -11.530 -11.939 -12.202 -12.262
0.004 -0.58336 6.54407 76.7447586060 2.6333672942   50.106  6.258  3.7853 -0.027    1  0.000  0.788     0.00     0.00     0.00     0.00     0.00 -1 -0.000121      0.00 4.043e-01 5.918e-01 8.250e-05 2.318e-03 1.951e-04 -1.000 3.900e-03 -10.876 -10.138 -10.483 -10.928 -11.209 -11.477 -11.828 -12.048 -12.100
0.004 -0.58336 6.54407 77.1308364868 2.6333710043   49.095  6.266  4.5304  2.937    1  0.000  1.086     0.00     0.00     0.00     0.00     0.00 -1 -7.69e-05      0.00 2.808e-01 7.152e-01 7.779e-05 2.347e-03 1.696e-04 -1.000 3.951e-03 -10.895 -9.175 -8.077 -7.829 -7.826 -7.667 -7.526 -7.510 -7.611
0.004 -0.58336 6.54407 77.3679275513 2.6333732616   48.677  6.266  4.5671  3.080    1  0.000  1.187     0.00     0.00     0.00     0.00     0.00 -1 -7.62e-05      0.00 2.700e-01 7.261e-01 7.506e-05 2.361e-03 1.572e-04 -1.000 3.900e-03 -10.894 -9.020 -7.924 -7.673 -7.676 -7.526 -7.405 -7.394 -7.499
0.004 -0.58336 6.54407 77.5409240723 2.6333748986   48.379  6.265  4.5985  3.204    1  0.000  1.193     0.00     0.00     0.00     0.00     0.00 -1 -7.47e-05      0.00 2.622e-01 7.339e-01 7.169e-05 2.373e-03 1.482e-04 -1.000 3.900e-03 -10.892 -8.876 -7.786 -7.533 -7.539 -7.401 -7.294 -7.290 -7.395
0.004 -0.58336 6.54407 77.6709747314 2.6333761238   48.161  6.264  4.6221  3.297    1  0.000  1.122     0.00     0.00     0.00     0.00     0.00 -1  -7.4e-05      0.00 2.565e-01 7.396e-01 6.764e-05 2.384e-03 1.416e-04 -1.000 3.900e-03 -10.890 -8.733 -7.648 -7.395 -7.402 -7.273 -7.183 -7.190 -7.309
0.004 -0.58336 6.54407 77.7795639038 2.6333771431   47.979  6.263  4.6418  3.375    1  0.000  1.031     0.00     0.00     0.00     0.00     0.00 -1 -7.36e-05      0.00 2.518e-01 7.443e-01 6.359e-05 2.394e-03 1.361e-04 -1.000 3.926e-03 -10.888 -8.615 -7.533 -7.282 -7.290 -7.169 -7.092 -7.110 -7.238
0.004 -0.58336 6.54407 77.9312820435 2.6333785619   47.731  6.262  4.6693  3.484    1  0.000  0.888     0.00     0.00     0.00     0.00     0.00 -1 -7.26e-05      0.00 2.452e-01 7.509e-01 5.763e-05 2.409e-03 1.285e-04 -1.000 3.944e-03 -10.885 -8.458 -7.385 -7.129 -7.139 -7.028 -6.974 -7.003 -7.154
0.004 -0.58336 6.54407 78.3333358765 2.6333822910   47.095  6.258  4.7413  3.770    1  0.000  0.855     0.00     0.00     0.00     0.00     0.00 -1 -7.01e-05      0.00 2.281e-01 7.680e-01 4.954e-05 2.437e-03 1.093e-04 -1.000 3.916e-03 -10.875 -8.052 -7.007 -6.734 -6.754 -6.663 -6.666 -6.724 -6.932
0.004 -0.58336 6.54407 78.4393081665 2.6333832666   46.971  6.257  4.7508  3.808    1  0.000  0.864     0.00     0.00     0.00     0.00     0.00 -1 -6.97e-05      0.00 2.263e-01 7.689e-01 8.265e-04 2.433e-03 2.435e-04  8.375 4.824e-03 -10.871 -7.999 -6.959 -6.684 -6.705 -6.617 -6.627 -6.687 -6.902
0.004 -0.58336 6.54407 79.7828521729 2.6333953775   45.389  6.250  4.8555  4.219    1  0.000  1.630     0.00     0.00     0.00     0.00     0.00 -1 -6.57e-05      0.00 1.756e-01 7.727e-01 4.060e-02 2.197e-03 7.129e-03 10.223 5.171e-02 -10.854 -7.393 -6.368 -6.100 -6.136 -6.058 -6.111 -6.195 -6.444
0.004 -0.58336 6.54407 79.8768997192 2.6333962077   45.279  6.250  4.8666  4.263    2  0.000  1.702     0.00     0.00     0.00     0.00     0.00 -1 -6.66e-05      0.00 1.624e-01 7.827e-01 4.326e-02 2.190e-03 7.607e-03 10.285 5.485e-02 -10.854 -7.337 -6.316 -6.047 -6.087 -6.010 -6.071 -6.158 -6.412
0.004 -0.58336 6.54407 80.1057739258 2.6333982188   45.010  6.251  4.8997  4.392    2  0.000  1.884     0.00     0.00     0.00     0.00     0.00 -1  -6.9e-05      0.00 1.218e-01 8.156e-01 4.973e-02 2.168e-03 8.790e-03 10.470 6.260e-02 -10.856 -7.188 -6.177 -5.910 -5.959 -5.887 -5.967 -6.063 -6.328
0.004 -0.58336 6.54407 80.2613830566 2.6333995786   44.818  6.251  4.9249  4.490    2  0.000  2.017     0.00     0.00     0.00     0.00     0.00 -1 -7.17e-05      0.00 9.199e-02 8.401e-01 5.414e-02 2.149e-03 9.609e-03 10.629 6.787e-02 -10.858 -7.443 -6.299 -6.419 -6.562 -5.906 -5.697 -5.918 -6.175
0.004 -0.58336 6.54407 80.3639678955 2.6334004717   44.688  6.252  4.9403  4.550    2  0.000  2.111     0.00     0.00     0.00     0.00     0.00 -1 -7.35e-05      0.00 7.329e-02 8.554e-01 5.706e-02 2.136e-03 1.015e-02 10.750 7.133e-02 -10.859 -7.412 -6.255 -6.443 -6.604 -5.872 -5.667 -5.896 -6.156
