# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Fri Apr  5 13:29:59 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.006 -0.40400 6.00000 80.0000000000 2.6333972910   77.926  5.985  4.6996  4.095    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -2.1e-06      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 -10.193 -7.309 -6.137 -5.830 -5.700 -5.524 -5.125 -5.010 -4.920
0.006 -0.40400 6.00000 85.3891601562 2.6334412186   83.185  6.036  4.7018  4.081    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.49e-06      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 -10.321 -7.422 -6.251 -5.945 -5.815 -5.640 -5.243 -5.128 -5.037
0.006 -0.40400 6.00000 90.0000000000 2.6334740396   87.674  6.078  4.7034  4.069    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.84e-06      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 -10.424 -7.515 -6.344 -6.039 -5.909 -5.735 -5.339 -5.225 -5.133
0.006 -0.40400 6.00000 98.6362228394 2.6335261276   95.767  6.145  4.7050  4.047    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.51e-06      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 -10.592 -7.673 -6.503 -6.199 -6.070 -5.897 -5.502 -5.388 -5.296
0.006 -0.40400 6.00000 100.0000000000 2.6335334127   97.039  6.155  4.7053  4.043    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.63e-06      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 -10.617 -7.696 -6.527 -6.223 -6.095 -5.921 -5.527 -5.413 -5.321
0.006 -0.40400 6.00000 100.3510665894 2.6335352512   97.366  6.157  4.7053  4.042    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.66e-06      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 -10.623 -7.703 -6.533 -6.230 -6.101 -5.928 -5.533 -5.419 -5.327
0.006 -0.40400 6.00000 120.0000000000 2.6336187652  115.524  6.282  4.7051  3.991    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.51e-06      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 -10.936 -8.022 -6.855 -6.554 -6.426 -6.254 -5.861 -5.746 -5.650
0.006 -0.40400 6.00000 134.5268096924 2.6336187652  128.865  6.358  4.7023  3.951    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.07e-06      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 -11.126 -8.235 -7.068 -6.766 -6.638 -6.466 -6.072 -5.955 -5.855
0.006 -0.40400 6.00000 150.0000152588 2.6336187652  142.939  6.431  4.6985  3.909    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1    -9e-06      0.00 7.349e-01 2.591e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 -11.307 -8.444 -7.278 -6.975 -6.847 -6.675 -6.280 -6.160 -6.058
0.006 -0.40400 6.00000 183.0010223389 2.6336187652  172.672  6.556  4.6874  3.821    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.36e-05      0.00 7.350e-01 2.590e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 -11.619 -8.818 -7.651 -7.350 -7.223 -7.049 -6.652 -6.543 -6.457
0.006 -0.40400 6.00000 200.0000152588 2.6336187652  187.779  6.611  4.6816  3.779    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.63e-05      0.00 7.350e-01 2.590e-01 1.079e-03 2.911e-04 2.640e-03 -1.000 6.000e-03 -11.758 -8.999 -7.834 -7.535 -7.409 -7.236 -6.838 -6.727 -6.640
0.006 -0.40400 6.00000 250.0000000000 2.6336187652  231.641  6.745  4.6884  3.763    0  0.000  0.427     0.00     0.00     0.00     0.00     0.00 -1 -2.41e-05      0.00 6.971e-01 2.971e-01 4.248e-05 3.688e-03 1.517e-04 -1.000 5.818e-03 -12.094 -9.285 -8.118 -7.817 -7.690 -7.516 -7.119 -7.010 -6.925
0.006 -0.40400 6.00000 281.1936645508 2.6336187652  258.996  6.814  4.6916  3.756    0  0.000  0.810     0.00     0.00     0.00     0.00     0.00 -1 -2.93e-05      0.00 6.804e-01 3.138e-01 4.362e-05 3.748e-03 8.172e-05 -1.000 5.865e-03 -12.265 -9.433 -8.265 -7.963 -7.836 -7.661 -7.265 -7.156 -7.073
0.006 -0.40400 6.00000 300.0000000000 2.6336187652  275.371  6.852  4.6933  3.752    0  0.000  1.015     0.00     0.00     0.00     0.00     0.00 -1 -3.26e-05      0.00 6.708e-01 3.233e-01 4.411e-05 3.768e-03 5.816e-05  4.781 5.900e-03 -12.359 -9.515 -8.347 -8.044 -7.916 -7.742 -7.345 -7.238 -7.155
0.006 -0.40400 6.00000 350.0000000000 2.6336187652  318.980  6.940  4.6989  3.750    0  0.000  1.269     0.00     0.00     0.00     0.00     0.00 -1 -4.06e-05      0.00 6.479e-01 3.462e-01 4.485e-05 3.777e-03 4.714e-05  6.087 5.856e-03 -12.579 -9.765 -8.593 -8.284 -8.170 -7.994 -7.633 -7.547 -7.511
0.006 -0.40400 6.00000 350.0001525879 2.6336187652  317.328  6.942  4.6939  3.725    0  0.000  1.302     0.00     0.00     0.00     0.00     0.00 -1 -3.78e-05      0.00 6.405e-01 3.537e-01 4.664e-05 3.772e-03 5.027e-05  6.066 5.800e-03 -12.584 -9.804 -8.632 -8.324 -8.208 -8.033 -7.667 -7.579 -7.537
0.006 -0.40400 6.00000 350.0004577637 2.6336187652  314.148  6.946  4.6854  3.683    0  0.000  1.330     0.00     0.00     0.00     0.00     0.00 -1 -3.41e-05      0.00 6.246e-01 3.695e-01 4.976e-05 3.763e-03 5.686e-05  5.977 5.900e-03 -12.594 -9.872 -8.700 -8.394 -8.276 -8.102 -7.733 -7.641 -7.592
0.006 -0.40400 6.00000 350.0007019043 2.6336187652  311.031  6.949  4.6769  3.641    0  0.000  1.342     0.00     0.00     0.00     0.00     0.00 -1 -3.08e-05      0.00 6.092e-01 3.849e-01 5.249e-05 3.755e-03 6.307e-05  5.851 5.901e-03 -12.604 -9.940 -8.768 -8.463 -8.344 -8.170 -7.798 -7.703 -7.648
0.006 -0.40400 6.00000 350.0009460449 2.6336187652  307.855  6.953  4.6691  3.601    0  0.000  1.351     0.00     0.00     0.00     0.00     0.00 -1 -2.81e-05      0.00 5.918e-01 4.024e-01 5.504e-05 3.747e-03 6.888e-05  5.678 5.802e-03 -12.614 -10.004 -8.833 -8.529 -8.410 -8.237 -7.866 -7.770 -7.713
0.006 -0.40400 6.00000 350.0011596680 2.6336187652  304.750  6.957  4.6608  3.560    0  0.000  1.358     0.00     0.00     0.00     0.00     0.00 -1 -2.54e-05      0.00 5.755e-01 4.186e-01 5.731e-05 3.741e-03 7.408e-05  5.402 5.901e-03 -12.623 -10.070 -8.901 -8.598 -8.479 -8.308 -7.938 -7.843 -7.787
0.006 -0.40400 6.00000 350.0013427734 2.6336187652  301.730  6.961  4.6530  3.521    0  0.000  1.366     0.00     0.00     0.00     0.00     0.00 -1 -2.38e-05      0.00 5.590e-01 4.351e-01 5.935e-05 3.735e-03 7.871e-05  4.682 5.901e-03 -12.632 -10.133 -8.966 -8.664 -8.546 -8.375 -8.007 -7.912 -7.857
0.006 -0.40400 6.00000 350.0014953613 2.6336187652  298.520  6.965  4.6455  3.482    0  0.000  1.374     0.00     0.00     0.00     0.00     0.00 -1 -2.24e-05      0.00 5.407e-01 4.535e-01 6.137e-05 3.729e-03 8.320e-05 -1.000 5.803e-03 -12.642 -10.195 -9.029 -8.728 -8.611 -8.441 -8.074 -7.981 -7.927
0.006 -0.40400 6.00000 350.0017395020 2.6336187652  294.137  6.970  4.6338  3.423    0  0.000  1.387     0.00     0.00     0.00     0.00     0.00 -1 -2.06e-05      0.00 5.146e-01 4.795e-01 6.391e-05 3.721e-03 8.875e-05 -1.000 5.902e-03 -12.656 -10.291 -9.129 -8.830 -8.714 -8.545 -8.182 -8.090 -8.039
0.006 -0.40400 6.00000 350.0019531250 2.6336187652  289.379  6.976  4.6230  3.367    0  0.000  1.403     0.00     0.00     0.00     0.00     0.00 -1 -1.94e-05      0.00 4.865e-01 5.076e-01 6.643e-05 3.715e-03 9.413e-05 -1.000 5.902e-03 -12.670 -10.382 -9.221 -8.925 -8.810 -8.642 -8.282 -8.192 -8.143
0.006 -0.40400 6.00000 350.0021362305 2.6336187652  284.559  6.982  4.6122  3.311    0  0.000  1.419     0.00     0.00     0.00     0.00     0.00 -1  -1.8e-05      0.00 4.590e-01 5.351e-01 6.877e-05 3.708e-03 9.902e-05 -1.000 5.902e-03 -12.685 -10.472 -9.314 -9.020 -8.906 -8.739 -8.381 -8.294 -8.247
0.006 -0.40400 6.00000 350.0022888184 2.6336187652  280.730  6.987  4.5997  3.250    0  0.000  1.432     0.00     0.00     0.00     0.00     0.00 -1 -1.69e-05      0.00 4.376e-01 5.565e-01 7.050e-05 3.704e-03 1.026e-04 -1.000 5.902e-03 -12.697 -10.572 -9.416 -9.125 -9.012 -8.847 -8.492 -8.406 -8.363
0.006 -0.40400 6.00000 350.0024414062 2.6336187652  276.469  6.992  4.5874  3.189    0  0.000  1.450     0.00     0.00     0.00     0.00     0.00 -1 -1.61e-05      0.00 4.115e-01 5.827e-01 7.236e-05 3.699e-03 1.062e-04 -1.000 5.805e-03 -12.711 -10.669 -9.517 -9.229 -9.117 -8.952 -8.598 -8.512 -8.466
0.006 -0.40400 6.00000 350.0025939941 2.6336187652  272.539  6.997  4.5755  3.130    0  0.000  1.468     0.00     0.00     0.00     0.00     0.00 -1 -1.52e-05      0.00 3.873e-01 6.069e-01 7.401e-05 3.695e-03 1.094e-04 -1.000 5.805e-03 -12.723 -10.763 -9.613 -9.328 -9.217 -9.053 -8.699 -8.611 -8.562
0.006 -0.40400 6.00000 350.0026855469 2.6336187652  269.066  7.002  4.5634  3.071    0  0.000  1.485     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-05      0.00 3.658e-01 6.283e-01 7.542e-05 3.692e-03 1.120e-04 -1.000 5.903e-03 -12.735 -10.857 -9.709 -9.428 -9.318 -9.153 -8.800 -8.711 -8.658
0.006 -0.40400 6.00000 350.0027465820 2.6336187652  267.238  7.005  4.5483  3.005    0  0.000  1.493     0.00     0.00     0.00     0.00     0.00 -1 -1.35e-05      0.00 3.560e-01 6.381e-01 7.614e-05 3.690e-03 1.134e-04 -1.000 5.903e-03 -12.742 -10.964 -9.819 -9.542 -9.434 -9.269 -8.918 -8.828 -8.772
0.006 -0.40400 6.00000 350.0027770996 2.6336187652  266.238  7.006  4.5333  2.942    0  0.000  1.495     0.00     0.00     0.00     0.00     0.00 -1 -1.29e-05      0.00 3.527e-01 6.414e-01 7.652e-05 3.689e-03 1.142e-04 -1.000 5.903e-03 -12.745 -11.045 -9.909 -9.635 -9.529 -9.363 -9.015 -8.927 -8.873
0.006 -0.40400 6.00000 350.0028381348 2.6336187652  264.539  7.009  4.5192  2.880    0  0.000  1.504     0.00     0.00     0.00     0.00     0.00 -1 -1.19e-05      0.00 3.422e-01 6.519e-01 7.724e-05 3.687e-03 1.155e-04 -1.000 5.903e-03 -12.753 -11.125 -9.997 -9.726 -9.621 -9.455 -9.110 -9.022 -8.970
0.006 -0.40400 6.00000 350.0028686523 2.6336187652  263.402  7.011  4.5077  2.830    0  0.000  1.510     0.00     0.00     0.00     0.00     0.00 -1 -1.12e-05      0.00 3.350e-01 6.590e-01 7.774e-05 3.685e-03 1.164e-04 -1.000 5.903e-03 -12.759 -11.190 -10.068 -9.800 -9.696 -9.529 -9.187 -9.100 -9.048
0.006 -0.40400 6.00000 350.0028991699 2.6336187652  262.805  7.013  4.4829  2.729    0  0.000  1.510     0.00     0.00     0.00     0.00     0.00 -1 -9.63e-06      0.00 3.350e-01 6.591e-01 7.799e-05 3.685e-03 1.170e-04 -1.000 5.903e-03 -12.761 -11.324 -10.220 -9.963 -9.876 -9.708 -9.399 -9.325 -9.302
0.006 -0.40400 6.00000 350.0029296875 2.6336187652  262.379  7.014  4.4850  2.735    0  0.000  1.515     0.00     0.00     0.00     0.00     0.00 -1 -9.75e-06      0.00 3.304e-01 6.637e-01 7.822e-05 3.684e-03 1.174e-04 -1.000 5.903e-03 -12.764 -11.315 -10.210 -9.951 -9.862 -9.694 -9.380 -9.304 -9.277
0.006 -0.40400 6.00000 350.0029602051 2.6336187652  260.914  7.017  4.4613  2.634    0  0.000  1.524     0.00     0.00     0.00     0.00     0.00 -1 -5.89e-05      0.00 3.200e-01 6.742e-01 7.895e-05 3.682e-03 1.187e-04 -1.000 5.806e-03 -12.773 -11.450 -10.363 -10.115 -10.047 -9.878 -9.604 -9.542 -9.548
0.006 -0.40400 6.00000 350.0029907227 2.6336187652  258.617  7.019  4.4685  2.657    0  0.000  1.537     0.00     0.00     0.00     0.00     0.00 -1 -8.83e-05      0.00 3.071e-01 6.871e-01 7.948e-05 3.682e-03 1.194e-04 -1.000 5.806e-03 -12.779 -11.416 -10.323 -10.071 -9.994 -9.827 -9.537 -9.470 -9.462
0.006 -0.40400 6.00000 350.0030212402 2.6336187652  250.301  7.020  4.5701  3.049    0  0.000  1.586     0.00     0.00     0.00     0.00     0.00 -1 -9.71e-05      0.00 2.629e-01 7.312e-01 8.048e-05 3.681e-03 1.194e-04 -1.000 5.903e-03 -12.780 -10.862 -9.710 -9.430 -9.330 -9.168 -8.835 -8.758 -8.726
0.006 -0.40400 6.00000 350.0030517578 2.6336187652  239.158  7.024  4.6884  3.499    0  0.000  1.686     0.00     0.00     0.00     0.00     0.00 -1 -0.000111      0.00 1.930e-01 8.011e-01 8.223e-05 3.681e-03 1.190e-04 -1.000 5.903e-03 -12.789 -10.053 -8.900 -8.599 -8.514 -8.356 -8.083 -8.046 -8.093
0.006 -0.40400 6.00000 350.0030822754 2.6336187652  226.865  7.063  4.9375  4.433    1  0.000  1.334     0.00     0.00     0.00     0.00     0.00 -1 -0.000143      0.00 1.146e-01 8.795e-01 7.016e-05 3.702e-03 1.178e-04 -1.000 5.893e-03 -12.888 -8.514 -7.393 -7.091 -7.047 -6.929 -6.827 -6.863 -7.040
0.006 -0.40400 6.00000 350.0031127930 2.6336187652  212.824  7.047  5.1126  5.122    1  0.000  1.768     0.00     0.00     0.00     0.00     0.00 -1 -0.000157      0.00 2.812e-02 9.660e-01 7.702e-05 3.697e-03 1.144e-04 -1.000 5.864e-03 -12.846 -7.659 -6.535 -6.266 -6.218 -6.150 -6.078 -6.179 -6.386
0.006 -0.40400 6.00000 350.0031433105 2.6336187652  205.268  7.029  5.1166  5.140    1  0.000 29.918     0.00     0.00     0.00     0.00     0.00 -1 -0.000124      0.00 2.305e-02 8.636e-01 1.011e-01 9.129e-06 4.447e-03 11.548 1.133e-01 -12.801 -7.882 -6.655 -6.345 -6.314 -6.190 -5.955 -6.118 -6.221
0.006 -0.40400 6.00000 350.0031738281 2.6336187652  189.414  6.992  5.1118  5.123    1  0.000 14.977     0.00     0.00     0.00     0.00     0.00 -1 -9.08e-05      0.00 2.335e-02 7.753e-01 1.781e-01 9.248e-06 1.545e-02 11.774 2.014e-01 -12.710 -7.707 -6.461 -6.133 -6.079 -5.956 -5.698 -5.828 -5.915
0.006 -0.40400 6.00000 350.0032348633 2.6336187652  175.082  6.957  5.1061  5.100    1  0.000  7.957     0.00     0.00     0.00     0.00     0.00 -1 -6.02e-05      0.00 2.373e-02 6.550e-01 2.693e-01 9.400e-06 4.385e-02 11.919 3.213e-01 -12.623 -7.506 -6.251 -5.920 -5.842 -5.700 -5.405 -5.490 -5.551
0.006 -0.40400 6.00000 350.0032958984 2.6336187652  161.695  6.925  5.0993  5.071    1  0.000  4.107     0.00     0.00     0.00     0.00     0.00 -1 -3.29e-05      0.00 2.430e-02 4.990e-01 3.561e-01 9.625e-06 1.123e-01 11.969 4.767e-01 -12.542 -7.274 -6.016 -5.687 -5.584 -5.409 -5.069 -5.089 -5.113
0.006 -0.40400 6.00000 350.0033874512 2.6336187652  147.426  6.888  5.0940  5.047    1  0.000  1.603     0.00     0.00     0.00     0.00     0.00 -1 -4.24e-05      0.00 2.500e-02 2.831e-01 3.768e-01 9.903e-06 3.064e-01 11.690 6.919e-01 -12.451 -7.307 -6.068 -5.750 -5.666 -5.492 -5.172 -5.232 -5.274
0.006 -0.40400 6.00000 350.0034484863 2.6336187652  135.133  6.851  5.0972  5.058    1  0.000  0.790     0.00     0.00     0.00     0.00     0.00 -1    -5e-05      0.00 2.544e-02 1.638e-01 3.000e-01 1.007e-05 5.007e-01 -1.000 8.108e-01 -12.359 -7.283 -6.054 -5.736 -5.665 -5.512 -5.217 -5.309 -5.371
0.006 -0.40400 6.00000 350.0035095215 2.6336187652  119.936  6.802  5.1121  5.116    1  0.000  0.309     0.00     0.00     0.00     0.00     0.00 -1 -5.38e-05      0.00 2.588e-02 6.956e-02 1.628e-01 1.025e-05 7.225e-01 -1.000 9.046e-01 -12.234 -7.200 -5.946 -5.615 -5.555 -5.430 -5.164 -5.284 -5.365
0.006 -0.40400 6.00000 350.0035400391 2.6336187652  111.193  6.834  4.6445  3.180    3  0.000  0.165     0.17     0.91     0.78     0.49     0.41  3  -9.4e-05      0.00 2.611e-02 3.014e-02 9.009e-02 1.034e-05 7.967e-01 -1.000 9.438e-01 -12.316 -9.931 -8.800 -8.567 -8.480 -8.259 -7.928 -7.891 -8.011
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.008 -0.27576 6.00000 0.0900000036 1.0816895926    0.090 -1.232  3.4647  3.435    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.75e-14      0.00 7.290e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 7.850 13.273 12.217 10.856 9.407 7.656 5.874 5.317 4.979
0.008 -0.27576 6.00000 0.1000000015 1.1711064122    0.100 -1.126  3.4719  3.403    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.98e-14      0.00 7.290e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 7.584 12.858 11.810 10.469 9.062 7.347 5.620 5.050 4.728
0.008 -0.27576 6.00000 0.1200000048 1.3193154741    0.120 -0.971  3.4831  3.372    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.08e-14      0.00 7.290e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 7.197 12.280 11.225 9.906 8.559 6.901 5.254 4.658 4.360
0.008 -0.27576 6.00000 0.1228422746 1.3377644427    0.123 -0.951  3.4846  3.368    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -8.4e-14      0.00 7.290e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 7.146 12.208 11.151 9.834 8.493 6.844 5.207 4.607 4.312
0.008 -0.27576 6.00000 0.1400000006 1.4384526719    0.140 -0.834  3.4931  3.343    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.06e-13      0.00 7.290e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 6.855 11.802 10.729 9.425 8.126 6.518 4.935 4.309 4.032
0.008 -0.27576 6.00000 0.1492253393 1.4861829645    0.149 -0.781  3.4972  3.334    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-13      0.00 7.290e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 6.723 11.620 10.538 9.241 7.961 6.370 4.812 4.172 3.904
0.008 -0.27576 6.00000 0.1630392671 1.5509062027    0.163 -0.715  3.5026  3.327    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.32e-13      0.00 7.290e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.002e-03 6.557 11.395 10.294 9.004 7.749 6.184 4.660 4.002 3.743
0.008 -0.27576 6.00000 0.1669676453 1.5680206447    0.167 -0.705  3.5038  3.332    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.32e-13      0.00 7.290e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.007e-03 6.531 11.356 10.250 8.959 7.710 6.154 4.638 3.976 3.719
0.008 -0.27576 6.00000 0.1719557792 1.5890125400    0.172 -0.684  3.5058  3.332    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.37e-13      0.00 7.290e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.016e-03 6.479 11.284 10.170 8.879 7.640 6.094 4.591 3.923 3.669
0.008 -0.27576 6.00000 0.1800112277 1.6212937127    0.180 -0.640  3.5094  3.323    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.49e-13      0.00 7.290e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.011e-03 6.371 11.140 10.012 8.725 7.502 5.974 4.492 3.811 3.564
0.008 -0.27576 6.00000 0.1911585033 1.6629920208    0.191 -0.577  3.5144  3.305    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.71e-13      0.00 7.290e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 6.212 10.941 9.789 8.502 7.301 5.801 4.348 3.647 3.408
0.008 -0.27576 6.00000 0.2080742121 1.7205736335    0.208 -0.540  3.5187  3.323    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-13      0.00 7.290e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 6.119 10.807 9.630 8.335 7.156 5.691 4.269 3.556 3.323
0.008 -0.27576 6.00000 0.2167019695 1.7476492123    0.217 -0.536  3.5203  3.344    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.69e-13      0.00 7.290e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 6.111 10.780 9.592 8.292 7.122 5.673 4.267 3.552 3.320
0.008 -0.27576 6.00000 0.2251420617 1.7728129534    0.225 -0.520  3.5227  3.353    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.7e-13      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.001e-03 6.070 10.715 9.514 8.211 7.054 5.623 4.233 3.513 3.284
0.008 -0.27576 6.00000 0.2333686650 1.7961870378    0.233 -0.489  3.5259  3.351    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.8e-13      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.007e-03 5.993 10.611 9.395 8.091 6.948 5.537 4.167 3.435 3.211
0.008 -0.27576 6.00000 0.2399913669 1.8142391173    0.240 -0.457  3.5288  3.342    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.93e-13      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.018e-03 5.913 10.508 9.276 7.973 6.843 5.449 4.095 3.352 3.133
0.008 -0.27576 6.00000 0.2474838197 1.8338969487    0.248 -0.414  3.5324  3.327    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.14e-13      0.00 7.289e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.039e-03 5.804 10.373 9.121 7.819 6.705 5.333 3.997 3.240 3.027
0.008 -0.27576 6.00000 0.2631411552 1.8725859473    0.263 -0.402  3.5353  3.354    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.06e-13      0.00 7.290e-01 2.630e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.020e-03 5.776 10.312 9.045 7.736 6.636 5.292 3.979 3.219 3.008
0.008 -0.27576 6.00000 0.2776759267 1.9059130671    0.278 -0.408  3.5373  3.390    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -1.9e-13      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 5.789 10.296 9.019 7.702 6.614 5.293 3.999 3.240 3.030
0.008 -0.27576 6.00000 0.2919675112 1.9365419630    0.292 -0.398  3.5404  3.415    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.84e-13      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 5.765 10.236 8.944 7.622 6.549 5.256 3.985 3.223 3.015
0.008 -0.27576 6.00000 0.3049675524 1.9627564223    0.305 -0.378  3.5439  3.428    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.86e-13      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 5.715 10.150 8.841 7.516 6.458 5.195 3.946 3.177 2.973
0.008 -0.27576 6.00000 0.3296871781 2.0088107447    0.330 -0.353  3.5491  3.458    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.83e-13      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 5.654 10.032 8.701 7.370 6.334 5.118 3.902 3.124 2.927
0.008 -0.27576 6.00000 0.3605927527 2.0604448863    0.361 -0.332  3.5553  3.500    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.75e-13      0.00 7.289e-01 2.631e-01 1.439e-03 3.881e-04 3.520e-03 -1.000 8.000e-03 5.600 9.908 8.552 7.216 6.203 5.046 3.868 3.083 2.893
