# File generated by CMD 3.7 (http://stev.oapd.inaf.it/cmd) on Fri Apr  5 13:29:59 UTC 2024
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.02 0.14251 6.00000 0.9499999881 2.4618121868    0.950  0.290  3.6498  3.676    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -3.7e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 4.044 7.109 5.805 4.652 3.904 3.341 2.540 1.882 1.785
0.02 0.14251 6.00000 0.9660435319 2.4655190383    0.966  0.302  3.6511  3.678    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.76e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 4.016 7.049 5.760 4.613 3.870 3.312 2.516 1.862 1.765
0.02 0.14251 6.00000 1.0000000000 2.4729154477    1.000  0.328  3.6539  3.677    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.93e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.950 6.914 5.657 4.524 3.791 3.243 2.457 1.813 1.718
0.02 0.14251 6.00000 1.0203754902 2.4770828828    1.020  0.341  3.6554  3.679    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.88e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.917 6.843 5.605 4.478 3.752 3.209 2.429 1.789 1.695
0.02 0.14251 6.00000 1.0499999523 2.4828114860    1.050  0.360  3.6577  3.681    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.82e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.869 6.738 5.527 4.411 3.694 3.158 2.387 1.755 1.663
0.02 0.14251 6.00000 1.1000000238 2.4916801480    1.099  0.392  3.6612  3.684    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -3.7e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.789 6.573 5.403 4.303 3.600 3.075 2.317 1.697 1.607
0.02 0.14251 6.00000 1.1012103558 2.4918833751    1.101  0.393  3.6613  3.684    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1  -3.7e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.787 6.570 5.400 4.301 3.598 3.073 2.315 1.696 1.606
0.02 0.14251 6.00000 1.1499999762 2.4996678137    1.149  0.423  3.6645  3.685    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.55e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.712 6.420 5.286 4.202 3.511 2.996 2.249 1.641 1.552
0.02 0.14251 6.00000 1.2000000477 2.5068948796    1.200  0.453  3.6676  3.687    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.37e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.639 6.274 5.175 4.106 3.427 2.920 2.185 1.587 1.500
0.02 0.14251 6.00000 1.2453033924 2.5128700768    1.245  0.476  3.6702  3.690    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.17e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.580 6.154 5.085 4.028 3.359 2.859 2.134 1.545 1.459
0.02 0.14251 6.00000 1.2500000000 2.5134610955    1.250  0.479  3.6705  3.690    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.15e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.574 6.141 5.076 4.019 3.352 2.852 2.128 1.540 1.454
0.02 0.14251 6.00000 1.2999999523 2.5194498592    1.300  0.507  3.6732  3.690    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.93e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.502 6.009 4.974 3.930 3.272 2.779 2.065 1.485 1.401
0.02 0.14251 6.00000 1.3370689154 2.5235588800    1.337  0.525  3.6751  3.692    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.72e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.457 5.920 4.907 3.872 3.222 2.733 2.026 1.452 1.370
0.02 0.14251 6.00000 1.3500000238 2.5249313598    1.350  0.532  3.6758  3.691    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.66e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.440 5.888 4.882 3.849 3.202 2.715 2.010 1.439 1.357
0.02 0.14251 6.00000 1.3999999762 2.5299650300    1.400  0.557  3.6782  3.692    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.37e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.377 5.770 4.792 3.771 3.133 2.652 1.955 1.392 1.311
0.02 0.14251 6.00000 1.4305435419 2.5328416455    1.431  0.572  3.6797  3.693    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.17e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.341 5.702 4.739 3.724 3.092 2.614 1.923 1.364 1.284
0.02 0.14251 6.00000 1.4500000477 2.5346015836    1.450  0.582  3.6806  3.692    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.05e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.316 5.658 4.705 3.694 3.065 2.589 1.901 1.345 1.265
0.02 0.14251 6.00000 1.5000000000 2.5388844597    1.500  0.606  3.6828  3.691    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.71e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.256 5.553 4.622 3.621 2.999 2.528 1.848 1.298 1.220
0.02 0.14251 6.00000 1.5314933062 2.5414176397    1.531  0.618  3.6841  3.693    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.224 5.494 4.577 3.581 2.964 2.496 1.820 1.275 1.197
0.02 0.14251 6.00000 1.5499999523 2.5428511323    1.550  0.627  3.6849  3.693    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.32e-13      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.203 5.457 4.548 3.556 2.942 2.475 1.802 1.259 1.182
0.02 0.14251 6.00000 1.6000000238 2.5465340628    1.600  0.649  3.6869  3.692    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -9.14e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.147 5.359 4.471 3.487 2.880 2.418 1.752 1.215 1.139
0.02 0.14251 6.00000 1.6499999762 2.5499614773    1.649  0.670  3.6888  3.692    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -4.73e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.094 5.267 4.399 3.423 2.822 2.365 1.705 1.174 1.099
0.02 0.14251 6.00000 1.6749999523 2.5515872080    1.674  0.680  3.6898  3.693    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -2.39e-14      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.071 5.224 4.365 3.393 2.797 2.341 1.684 1.157 1.082
0.02 0.14251 6.00000 1.6945241690 2.5528185625    1.694  0.687  3.6905  3.694    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -3.66e-27      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.052 5.191 4.340 3.371 2.776 2.322 1.668 1.143 1.068
0.02 0.14251 6.00000 1.7000000477 2.5531580802    1.699  0.690  3.6907  3.693    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.046 5.181 4.331 3.364 2.770 2.316 1.663 1.138 1.064
0.02 0.14251 6.00000 1.7250001431 2.5546767043    1.724  0.701  3.6916  3.692    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 3.017 5.134 4.294 3.330 2.739 2.287 1.637 1.115 1.041
0.02 0.14251 6.00000 1.7499998808 2.5561455175    1.749  0.711  3.6925  3.692    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.993 5.092 4.262 3.301 2.713 2.263 1.616 1.097 1.023
0.02 0.14251 6.00000 1.7710596323 2.5573459089    1.770  0.720  3.6932  3.691    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.971 5.055 4.232 3.275 2.689 2.240 1.596 1.079 1.005
0.02 0.14251 6.00000 1.7749999762 2.5575668709    1.774  0.721  3.6934  3.691    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.966 5.048 4.227 3.270 2.685 2.236 1.592 1.075 1.002
0.02 0.14251 6.00000 1.7970612049 2.5587834377    1.796  0.730  3.6941  3.691    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.945 5.012 4.198 3.244 2.662 2.215 1.573 1.059 0.986
0.02 0.14251 6.00000 1.7999998331 2.5589429021    1.799  0.731  3.6942  3.691    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.942 5.007 4.194 3.241 2.658 2.211 1.570 1.056 0.983
0.02 0.14251 6.00000 1.8250000477 2.5602756874    1.824  0.742  3.6951  3.690    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.916 4.964 4.160 3.210 2.631 2.185 1.547 1.036 0.963
0.02 0.14251 6.00000 1.8500000238 2.5615671203    1.849  0.750  3.6959  3.690    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.894 4.925 4.130 3.184 2.607 2.164 1.529 1.020 0.947
0.02 0.14251 6.00000 1.8750000000 2.5628190289    1.874  0.759  3.6968  3.691    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.873 4.887 4.101 3.158 2.584 2.142 1.510 1.003 0.932
0.02 0.14251 6.00000 1.8999999762 2.5640331260    1.899  0.768  3.6976  3.691    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.849 4.847 4.069 3.130 2.559 2.119 1.489 0.985 0.914
0.02 0.14251 6.00000 1.9249999523 2.5652110289    1.924  0.778  3.6984  3.690    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.825 4.807 4.038 3.102 2.533 2.094 1.467 0.966 0.895
0.02 0.14251 6.00000 1.9477653503 2.5662534526    1.947  0.788  3.6991  3.688    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.801 4.769 4.007 3.074 2.508 2.070 1.446 0.946 0.876
0.02 0.14251 6.00000 1.9705420732 2.5672687235    1.970  0.795  3.6998  3.688    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.782 4.736 3.981 3.051 2.487 2.051 1.429 0.931 0.861
0.02 0.14251 6.00000 1.9932960272 2.5682563828    1.993  0.805  3.7005  3.687    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.758 4.698 3.951 3.024 2.462 2.027 1.408 0.912 0.842
0.02 0.14251 6.00000 2.0388267040 2.5701567839    2.038  0.821  3.7019  3.686    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.717 4.631 3.898 2.976 2.419 1.986 1.372 0.880 0.811
0.02 0.14251 6.00000 2.0843575001 2.5719620269    2.083  0.840  3.7032  3.682    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.671 4.560 3.840 2.924 2.371 1.941 1.330 0.843 0.774
0.02 0.14251 6.00000 2.1298882961 2.5736787981    2.129  0.854  3.7046  3.682    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.635 4.499 3.792 2.881 2.332 1.905 1.299 0.815 0.747
0.02 0.14251 6.00000 2.1340389252 2.5738311160    2.133  0.856  3.7047  3.682    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.631 4.493 3.787 2.877 2.328 1.901 1.296 0.812 0.744
0.02 0.14251 6.00000 2.1754190922 2.5753131887    2.174  0.872  3.7059  3.678    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.589 4.428 3.734 2.829 2.284 1.859 1.258 0.777 0.710
0.02 0.14251 6.00000 2.2209496498 2.5768707465    2.219  0.889  3.7072  3.676    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.548 4.363 3.682 2.782 2.241 1.819 1.221 0.745 0.678
0.02 0.14251 6.00000 2.2664804459 2.5783565653    2.265  0.905  3.7085  3.674    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.690e-04 8.801e-03 -1.000 2.000e-02 2.507 4.298 3.630 2.735 2.198 1.778 1.185 0.712 0.646
0.02 0.14251 6.00000 2.3558290005 2.5810812474    2.354  0.934  3.7111  3.673    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 2.436 4.179 3.536 2.652 2.122 1.707 1.123 0.657 0.593
0.02 0.14251 6.00000 2.3575420380 2.5811311706    2.356  0.934  3.7112  3.673    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 2.434 4.177 3.534 2.650 2.121 1.706 1.122 0.656 0.592
0.02 0.14251 6.00000 2.4313828945 2.5832064598    2.430  0.958  3.7132  3.670    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 2.375 4.082 3.459 2.582 2.059 1.647 1.070 0.610 0.546
0.02 0.14251 6.00000 2.5396647453 2.5860001929    2.538  1.000  3.7163  3.660    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 2.270 3.922 3.328 2.464 1.949 1.543 0.976 0.525 0.462
0.02 0.14251 6.00000 2.6764838696 2.5891611511    2.675  1.051  3.7202  3.647    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 2.142 3.728 3.170 2.321 1.816 1.417 0.863 0.423 0.362
0.02 0.14251 6.00000 2.7217876911 2.5901276167    2.720  1.069  3.7215  3.641    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 2.097 3.660 3.114 2.270 1.769 1.372 0.822 0.386 0.325
0.02 0.14251 6.00000 2.8318047523 2.5923272699    2.830  1.113  3.7248  3.628    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 1.987 3.497 2.979 2.148 1.656 1.264 0.725 0.297 0.238
0.02 0.14251 6.00000 2.9039103985 2.5936654156    2.902  1.144  3.7271  3.617    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 1.910 3.382 2.885 2.063 1.576 1.188 0.656 0.235 0.177
0.02 0.14251 6.00000 2.9461121559 2.5944137497    2.945  1.161  3.7284  3.612    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 1.868 3.319 2.833 2.016 1.533 1.147 0.620 0.202 0.144
0.02 0.14251 6.00000 3.0860338211 2.5967273810    3.084  1.239  3.7338  3.575    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 1.672 3.040 2.597 1.802 1.333 0.955 0.444 0.040 -0.015
0.02 0.14251 6.00000 3.1606879234 2.5978658754    3.159  1.285  3.7370  3.552    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 1.557 2.877 2.458 1.676 1.215 0.843 0.342 -0.054 -0.108
0.02 0.14251 6.00000 3.2681567669 2.5994002419    3.266  1.368  3.7427  3.507    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 1.350 2.584 2.211 1.451 1.005 0.643 0.159 -0.222 -0.274
0.02 0.14251 6.00000 3.3301680088 2.6002339619    3.328  1.423  3.7466  3.475    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 1.213 2.392 2.047 1.302 0.866 0.510 0.038 -0.332 -0.383
0.02 0.14251 6.00000 3.4037239552 2.6011777401    3.401  1.502  3.7523  3.429    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 1.015 2.116 1.809 1.088 0.666 0.320 -0.135 -0.490 -0.539
0.02 0.14251 6.00000 3.4502787590 2.6017512181    3.447  1.555  3.7565  3.398    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.882 1.930 1.647 0.943 0.533 0.194 -0.250 -0.594 -0.642
0.02 0.14251 6.00000 3.5061581135 2.6024164849    3.503  1.619  3.7621  3.364    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.724 1.703 1.450 0.771 0.374 0.045 -0.383 -0.713 -0.759
0.02 0.14251 6.00000 3.5696461201 2.6031433441    3.566  1.688  3.7694  3.332    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.551 1.449 1.229 0.581 0.202 -0.114 -0.522 -0.835 -0.878
0.02 0.14251 6.00000 3.6313631535 2.6038219840    3.628  1.755  3.7777  3.306    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.383 1.190 1.005 0.395 0.036 -0.264 -0.650 -0.942 -0.982
0.02 0.14251 6.00000 3.6324019432 2.6038331798    3.629  1.756  3.7778  3.305    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.380 1.186 1.001 0.392 0.033 -0.267 -0.652 -0.944 -0.984
0.02 0.14251 6.00000 3.6721177101 2.6042557678    3.669  1.801  3.7844  3.291    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.268 1.009 0.846 0.268 -0.076 -0.364 -0.732 -1.008 -1.046
0.02 0.14251 6.00000 3.7149143219 2.6046995252    3.712  1.851  3.7930  3.281    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.143 0.806 0.668 0.129 -0.194 -0.467 -0.813 -1.070 -1.105
0.02 0.14251 6.00000 3.7541041374 2.6050956946    3.752  1.898  3.8033  3.279    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 0.025 0.604 0.488 -0.004 -0.302 -0.557 -0.878 -1.112 -1.144
0.02 0.14251 6.00000 3.7862863541 2.6054139816    3.784  1.938  3.8141  3.286    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.075 0.428 0.328 -0.116 -0.391 -0.626 -0.921 -1.134 -1.162
0.02 0.14251 6.00000 3.8143210411 2.6056862209    3.812  1.974  3.8250  3.297    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.165 0.280 0.184 -0.218 -0.469 -0.685 -0.954 -1.144 -1.171
0.02 0.14251 6.00000 3.8145248890 2.6056881836    3.812  1.974  3.8250  3.297    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.166 0.279 0.183 -0.219 -0.470 -0.685 -0.954 -1.144 -1.171
0.02 0.14251 6.00000 3.8251101971 2.6057897701    3.823  1.988  3.8295  3.302    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.200 0.222 0.127 -0.258 -0.500 -0.707 -0.966 -1.147 -1.172
0.02 0.14251 6.00000 3.8477544785 2.6060049292    3.846  2.019  3.8394  3.314    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.276 0.105 0.008 -0.343 -0.563 -0.752 -0.988 -1.150 -1.174
0.02 0.14251 6.00000 3.8695719242 2.6062094951    3.868  2.048  3.8494  3.327    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.351 -0.006 -0.108 -0.425 -0.624 -0.794 -1.008 -1.151 -1.173
0.02 0.14251 6.00000 3.8906579018 2.6064046975    3.890  2.078  3.8594  3.340    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.425 -0.112 -0.220 -0.504 -0.682 -0.833 -1.026 -1.150 -1.171
0.02 0.14251 6.00000 3.9110715389 2.6065913715    3.910  2.107  3.8693  3.353    0  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 6.960e-01 2.840e-01 3.549e-03 9.691e-04 8.802e-03 -1.000 2.000e-02 -0.497 -0.213 -0.329 -0.580 -0.736 -0.868 -1.041 -1.148 -1.168
