# Full  o    Mo      Zo    Md  NB       Age         Mass      logL    logTe      X          Y         C12        O16        Ne20      QCC        logMdot log(rho.c)   logTc      Xc         Yc   
#           Msun                         yr        solMass [solLum]    [K]                                                                  [solMass/yr]    [g/cm3]    [K]                       
#
 2076       1.50  0.001   1  23   1.903967e+09    1.5000    1.409   3.718   0.750988   0.247379   0.000200   0.000531   0.000071   0.0000        0.000      4.806   7.705   0.000000   0.999073
 2077       1.50  0.001   1  24   1.909084e+09    1.5000    1.473   3.714   0.747146   0.251277   0.000176   0.000531   0.000071   0.0000        0.000      4.882   7.707   0.000000   0.999073
 2078       1.50  0.001   1  25   1.913462e+09    1.5000    1.526   3.713   0.744219   0.254231   0.000166   0.000531   0.000071   0.0000        0.000      4.940   7.708   0.000000   0.999073
 2079       1.50  0.001   1  26   1.918215e+09    1.5000    1.584   3.710   0.741365   0.257105   0.000158   0.000531   0.000071   0.0000        0.000      4.998   7.709   0.000000   0.999073
 2080       1.50  0.001   1  27   1.923468e+09    1.5000    1.644   3.707   0.739010   0.259473   0.000154   0.000531   0.000071   0.0000        0.000      5.057   7.710   0.000000   0.999073
 2081       1.50  0.001   1  28   1.928534e+09    1.5000    1.706   3.705   0.737238   0.261253   0.000151   0.000531   0.000071   0.0000        0.000      5.111   7.711   0.000000   0.999073
 2082       1.50  0.001   1  29   1.933859e+09    1.5000    1.768   3.702   0.735974   0.262523   0.000149   0.000531   0.000071   0.0000        0.000      5.166   7.713   0.000000   0.999073
 2083       1.50  0.001   1  30   1.939542e+09    1.4999    1.826   3.699   0.735380   0.263120   0.000148   0.000531   0.000071   0.0000      -10.626      5.223   7.715   0.000000   0.999073
 2084       1.50  0.001   1  31   1.944318e+09    1.4998    1.888   3.696   0.735203   0.263298   0.000148   0.000531   0.000071   0.0000      -10.526      5.269   7.717   0.000000   0.999073
 2085       1.50  0.001   1  32   1.948916e+09    1.4997    1.947   3.691   0.735149   0.263352   0.000148   0.000531   0.000071   0.0000      -10.428      5.313   7.720   0.000000   0.999073
 2086       1.50  0.001   1  33   1.952828e+09    1.4995    2.006   3.687   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000      -10.331      5.351   7.722   0.000000   0.999073
 2087       1.50  0.001   1  34   1.956623e+09    1.4993    2.069   3.683   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000      -10.229      5.388   7.726   0.000000   0.999073
 2088       1.50  0.001   1  35   1.959424e+09    1.4991    2.128   3.680   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000      -10.138      5.417   7.730   0.000000   0.999073
 2089       1.50  0.001   1  36   1.961868e+09    1.4989    2.186   3.677   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000      -10.042      5.444   7.734   0.000000   0.999073
 2090       1.50  0.001   1  37   1.964296e+09    1.4987    2.246   3.674   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -9.945      5.472   7.740   0.000000   0.999073
 2091       1.50  0.001   1  38   1.967010e+09    1.4983    2.307   3.671   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -9.846      5.507   7.748   0.000000   0.999073
 2092       1.50  0.001   1  39   1.973222e+09    1.4974    2.368   3.668   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -9.750      5.585   7.765   0.000000   0.999073
 2093       1.50  0.001   1  40   1.975010e+09    1.4971    2.427   3.664   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -9.652      5.609   7.769   0.000000   0.999073
 2094       1.50  0.001   1  41   1.976669e+09    1.4967    2.488   3.661   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -9.555      5.633   7.774   0.000000   0.999073
 2095       1.50  0.001   1  42   1.978147e+09    1.4962    2.549   3.658   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -9.458      5.657   7.779   0.000000   0.999073
 2096       1.50  0.001   1  43   1.979541e+09    1.4957    2.608   3.654   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -9.360      5.681   7.786   0.000000   0.999073
 2097       1.50  0.001   1  44   1.980731e+09    1.4951    2.668   3.650   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -9.262      5.705   7.792   0.000000   0.999073
 2098       1.50  0.001   1  45   1.981830e+09    1.4944    2.729   3.646   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -9.163      5.728   7.800   0.000000   0.999073
 2099       1.50  0.001   1  46   1.982878e+09    1.4936    2.789   3.643   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -9.067      5.753   7.810   0.000000   0.999073
 2100       1.50  0.001   1  47   1.983811e+09    1.4927    2.849   3.639   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -8.967      5.778   7.819   0.000000   0.999073
 2101       1.50  0.001   1  48   1.984614e+09    1.4917    2.910   3.632   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -8.855      5.802   7.829   0.000000   0.999073
 2102       1.50  0.001   1  49   1.985396e+09    1.4905    2.970   3.628   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -8.763      5.828   7.839   0.000000   0.999073
 2103       1.50  0.001   1  50   1.986116e+09    1.4891    3.030   3.624   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -8.665      5.855   7.850   0.000000   0.999072
 2104       1.50  0.001   1  51   1.986736e+09    1.4876    3.090   3.620   0.734891   0.263610   0.000148   0.000531   0.000071   0.0000       -8.568      5.882   7.860   0.000000   0.999071
 2105       1.25  0.001   1   1   6.814770e+06    1.2500    0.576   3.906   0.756000   0.243000   0.000224   0.000531   0.000071   0.1809        0.000      1.988   7.235   0.755217   0.243769
 2106       1.25  0.001   1   2   9.667594e+08    1.2500    0.658   3.914   0.756000   0.243000   0.000224   0.000531   0.000071   0.1539        0.000      2.065   7.269   0.621001   0.377994
 2107       1.25  0.001   1   3   1.453320e+09    1.2500    0.708   3.918   0.756000   0.243000   0.000224   0.000531   0.000071   0.1469        0.000      2.114   7.291   0.539001   0.460003
 2108       1.25  0.001   1   4   1.856562e+09    1.2500    0.755   3.919   0.756000   0.243000   0.000224   0.000531   0.000071   0.1393        0.000      2.163   7.313   0.459306   0.539721
 2109       1.25  0.001   1   5   2.202842e+09    1.2500    0.798   3.918   0.756000   0.243000   0.000224   0.000531   0.000071   0.1318        0.000      2.209   7.335   0.379618   0.619436
 2110       1.25  0.001   1   6   2.501016e+09    1.2500    0.837   3.915   0.756000   0.243000   0.000224   0.000531   0.000071   0.1243        0.000      2.257   7.356   0.299940   0.699127
 2111       1.25  0.001   1   7   2.754364e+09    1.2500    0.871   3.907   0.756000   0.243000   0.000224   0.000531   0.000071   0.1147        0.000      2.306   7.378   0.219258   0.779812
 2112       1.25  0.001   1   8   2.907812e+09    1.2500    0.892   3.899   0.756000   0.243000   0.000224   0.000531   0.000071   0.1074        0.000      2.344   7.394   0.160314   0.838756
 2113       1.25  0.001   1   9   3.042998e+09    1.2500    0.911   3.889   0.756000   0.243000   0.000224   0.000531   0.000071   0.0988        0.000      2.391   7.412   0.099059   0.900011
 2114       1.25  0.001   1  10   3.115514e+09    1.2500    0.925   3.885   0.756000   0.243000   0.000224   0.000531   0.000071   0.0923        0.000      2.439   7.430   0.059842   0.939229
 2115       1.25  0.001   1  11   3.200938e+09    1.2500    0.979   3.905   0.756000   0.243000   0.000224   0.000531   0.000071   0.0745        0.000      2.650   7.491   0.004085   0.994987
 2116       1.25  0.001   1  12   3.207730e+09    1.2500    1.033   3.925   0.756000   0.243000   0.000224   0.000531   0.000071   0.0101        0.000      3.014   7.511   0.000095   0.998978
 2117       1.25  0.001   1  13   3.209573e+09    1.2500    1.041   3.911   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.281   7.446   0.000000   0.999072
 2118       1.25  0.001   1  14   3.214346e+09    1.2500    1.056   3.900   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.427   7.413   0.000000   0.999072
 2119       1.25  0.001   1  15   3.261216e+09    1.2500    1.086   3.873   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.704   7.417   0.000000   0.999072
 2120       1.25  0.001   1  16   3.288078e+09    1.2500    1.099   3.847   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.887   7.442   0.000000   0.999072
 2121       1.25  0.001   1  17   3.305947e+09    1.2500    1.103   3.819   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      4.044   7.471   0.000000   0.999072
 2122       1.25  0.001   1  18   3.321184e+09    1.2500    1.095   3.795   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      4.201   7.504   0.000000   0.999072
 2123       1.25  0.001   1  19   3.336751e+09    1.2500    1.057   3.770   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      4.372   7.540   0.000000   0.999072
 2124       1.25  0.001   1  20   3.357320e+09    1.2500    1.000   3.743   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      4.578   7.574   0.000000   0.999072
 2125       1.25  0.001   1  21   3.392744e+09    1.2500    1.074   3.725   0.754148   0.243939   0.000223   0.000531   0.000071   0.0000      -11.762      4.806   7.573   0.000000   0.999072
 2126       1.25  0.001   1  22   3.415562e+09    1.2499    1.145   3.720   0.752151   0.245954   0.000221   0.000531   0.000071   0.0000      -11.646      4.905   7.566   0.000000   0.999072
 2127       1.25  0.001   1  23   3.436240e+09    1.2499    1.219   3.717   0.749028   0.249144   0.000210   0.000531   0.000071   0.0000      -11.529      4.980   7.561   0.000000   0.999072
 2128       1.25  0.001   1  24   3.454198e+09    1.2498    1.291   3.714   0.745449   0.252771   0.000193   0.000531   0.000071   0.0000      -11.415      5.039   7.560   0.000000   0.999072
 2129       1.25  0.001   1  25   3.469977e+09    1.2497    1.363   3.711   0.741802   0.256452   0.000181   0.000531   0.000071   0.0000      -11.301      5.089   7.562   0.000000   0.999072
 2130       1.25  0.001   1  26   3.483376e+09    1.2496    1.434   3.708   0.738990   0.259285   0.000174   0.000531   0.000071   0.0000      -11.189      5.132   7.567   0.000000   0.999072
 2131       1.25  0.001   1  27   3.495697e+09    1.2496    1.508   3.704   0.737032   0.261256   0.000170   0.000531   0.000071   0.0000      -11.070      5.173   7.574   0.000000   0.999072
 2132       1.25  0.001   1  28   3.506070e+09    1.2495    1.581   3.702   0.735374   0.262923   0.000167   0.000531   0.000071   0.0000      -10.956      5.210   7.582   0.000000   0.999072
 2133       1.25  0.001   1  29   3.517243e+09    1.2493    1.653   3.697   0.735204   0.263093   0.000168   0.000531   0.000071   0.0000      -10.838      5.242   7.596   0.000000   0.999072
 2134       1.25  0.001   1  30   3.524876e+09    1.2492    1.724   3.693   0.734708   0.263591   0.000167   0.000531   0.000071   0.0000      -10.732      5.276   7.606   0.000000   0.999072
 2135       1.25  0.001   1  31   3.531855e+09    1.2490    1.800   3.689   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000      -10.602      5.309   7.617   0.000000   0.999072
 2136       1.25  0.001   1  32   3.538298e+09    1.2489    1.879   3.683   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000      -10.471      5.343   7.629   0.000000   0.999072
 2137       1.25  0.001   1  33   3.543398e+09    1.2487    1.952   3.680   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000      -10.356      5.375   7.642   0.000000   0.999072
 2138       1.25  0.001   1  34   3.547994e+09    1.2484    2.027   3.677   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000      -10.242      5.406   7.655   0.000000   0.999072
 2139       1.25  0.001   1  35   3.552297e+09    1.2481    2.098   3.673   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000      -10.123      5.439   7.669   0.000000   0.999072
 2140       1.25  0.001   1  36   3.562569e+09    1.2472    2.172   3.669   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000      -10.004      5.528   7.705   0.000000   0.999072
 2141       1.25  0.001   1  37   3.565775e+09    1.2469    2.247   3.665   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -9.882      5.556   7.713   0.000000   0.999072
 2142       1.25  0.001   1  38   3.568610e+09    1.2464    2.322   3.661   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -9.761      5.584   7.722   0.000000   0.999072
 2143       1.25  0.001   1  39   3.570964e+09    1.2460    2.397   3.656   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -9.639      5.610   7.730   0.000000   0.999072
 2144       1.25  0.001   1  40   3.573147e+09    1.2454    2.471   3.652   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -9.520      5.637   7.740   0.000000   0.999072
 2145       1.25  0.001   1  41   3.575178e+09    1.2447    2.547   3.647   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -9.397      5.666   7.752   0.000000   0.999072
 2146       1.25  0.001   1  42   3.576852e+09    1.2439    2.622   3.643   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -9.275      5.694   7.764   0.000000   0.999072
 2147       1.25  0.001   1  43   3.578396e+09    1.2430    2.696   3.638   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -9.153      5.723   7.777   0.000000   0.999072
 2148       1.25  0.001   1  44   3.579706e+09    1.2419    2.771   3.630   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -9.025      5.752   7.790   0.000000   0.999072
 2149       1.25  0.001   1  45   3.580880e+09    1.2406    2.845   3.626   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -8.906      5.781   7.804   0.000000   0.999072
 2150       1.25  0.001   1  46   3.581933e+09    1.2391    2.920   3.621   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -8.782      5.812   7.820   0.000000   0.999072
 2151       1.25  0.001   1  47   3.582864e+09    1.2373    2.995   3.618   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -8.663      5.843   7.836   0.000000   0.999072
 2152       1.25  0.001   1  48   3.583683e+09    1.2353    3.070   3.612   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -8.538      5.874   7.852   0.000000   0.999071
 2153       1.25  0.001   1  49   3.584440e+09    1.2328    3.145   3.605   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -8.410      5.908   7.868   0.000000   0.999069
 2154       1.25  0.001   1  50   3.585123e+09    1.2297    3.220   3.601   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -8.290      5.944   7.883   0.000000   0.999056
 2155       1.25  0.001   1  51   3.585748e+09    1.2260    3.297   3.598   0.734619   0.263681   0.000167   0.000531   0.000071   0.0000       -8.159      5.981   7.904   0.000000   0.998962
 2156       1.25  0.001   1   1   6.133884e+06    1.2500    0.583   3.908   0.756000   0.243000   0.000224   0.000531   0.000071   0.0508        0.000      2.000   7.234   0.754899   0.244092
 2157       1.25  0.001   1   2   6.275227e+08    1.2500    0.637   3.913   0.756000   0.243000   0.000224   0.000531   0.000071   0.0337        0.000      2.078   7.259   0.620075   0.378922
 2158       1.25  0.001   1   3   9.350774e+08    1.2500    0.668   3.917   0.756000   0.243000   0.000224   0.000531   0.000071   0.0252        0.000      2.128   7.276   0.539122   0.459887
 2159       1.25  0.001   1   4   1.192838e+09    1.2500    0.696   3.919   0.756000   0.243000   0.000224   0.000531   0.000071   0.0203        0.000      2.179   7.292   0.460774   0.538256
 2160       1.25  0.001   1   5   1.426601e+09    1.2500    0.724   3.921   0.756000   0.243000   0.000224   0.000531   0.000071   0.0167        0.000      2.235   7.308   0.379216   0.619838
 2161       1.25  0.001   1   6   1.624117e+09    1.2500    0.749   3.923   0.756000   0.243000   0.000224   0.000531   0.000071   0.0138        0.000      2.294   7.325   0.300552   0.698513
 2162       1.25  0.001   1   7   1.797237e+09    1.2500    0.773   3.924   0.756000   0.243000   0.000224   0.000531   0.000071   0.0111        0.000      2.358   7.342   0.220822   0.778246
 2163       1.25  0.001   1   8   1.912688e+09    1.2500    0.789   3.924   0.756000   0.243000   0.000224   0.000531   0.000071   0.0105        0.000      2.408   7.355   0.160827   0.838242
 2164       1.25  0.001   1   9   2.021264e+09    1.2500    0.805   3.924   0.756000   0.243000   0.000224   0.000531   0.000071   0.0081        0.000      2.468   7.369   0.099041   0.900029
 2165       1.25  0.001   1  10   2.084308e+09    1.2500    0.817   3.925   0.756000   0.243000   0.000224   0.000531   0.000071   0.0038        0.000      2.520   7.375   0.060951   0.938120
 2166       1.25  0.001   1  11   2.135969e+09    1.2500    0.829   3.926   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.586   7.369   0.030047   0.969024
 2167       1.25  0.001   1  12   2.462420e+09    1.2500    0.900   3.927   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.809   7.362   0.000184   0.998886
 2168       1.25  0.001   1  13   2.668766e+09    1.2500    0.957   3.924   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.980   7.368   0.000000   0.999070
 2169       1.25  0.001   1  14   2.860451e+09    1.2500    1.026   3.913   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.229   7.381   0.000000   0.999070
 2170       1.25  0.001   1  15   2.955164e+09    1.2500    1.070   3.895   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.461   7.395   0.000000   0.999070
 2171       1.25  0.001   1  16   3.018370e+09    1.2500    1.106   3.863   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.743   7.421   0.000000   0.999070
 2172       1.25  0.001   1  17   3.046568e+09    1.2500    1.118   3.829   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.946   7.452   0.000000   0.999070
 2173       1.25  0.001   1  18   3.063346e+09    1.2500    1.116   3.802   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      4.104   7.484   0.000000   0.999070
 2174       1.25  0.001   1  19   3.082506e+09    1.2500    1.082   3.771   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      4.317   7.531   0.000000   0.999070
 2175       1.25  0.001   1  20   3.103024e+09    1.2500    1.025   3.743   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      4.539   7.573   0.000000   0.999070
 2176       1.25  0.001   1  21   3.127926e+09    1.2500    1.081   3.726   0.754612   0.243591   0.000223   0.000531   0.000071   0.0000      -11.754      4.732   7.582   0.000000   0.999070
 2177       1.25  0.001   1  22   3.145440e+09    1.2499    1.144   3.722   0.752943   0.245253   0.000222   0.000531   0.000071   0.0000      -11.651      4.830   7.579   0.000000   0.999070
 2178       1.25  0.001   1  23   3.160001e+09    1.2499    1.203   3.718   0.750330   0.247912   0.000213   0.000531   0.000071   0.0000      -11.540      4.900   7.577   0.000000   0.999070
 2179       1.25  0.001   1  24   3.172627e+09    1.2499    1.260   3.716   0.747281   0.251000   0.000197   0.000531   0.000071   0.0000      -11.466      4.954   7.576   0.000000   0.999070
 2180       1.25  0.001   1  25   3.184225e+09    1.2498    1.316   3.715   0.744328   0.253981   0.000185   0.000531   0.000071   0.0000      -11.378      5.002   7.576   0.000000   0.999070
 2181       1.25  0.001   1  26   3.195260e+09    1.2498    1.374   3.712   0.741335   0.256996   0.000177   0.000531   0.000071   0.0000      -11.287      5.046   7.578   0.000000   0.999070
 2182       1.25  0.001   1  27   3.205880e+09    1.2497    1.436   3.708   0.738381   0.259968   0.000170   0.000531   0.000071   0.0000      -11.178      5.088   7.582   0.000000   0.999070
 2183       1.25  0.001   1  28   3.214661e+09    1.2496    1.492   3.706   0.736452   0.261907   0.000167   0.000531   0.000071   0.0000      -11.103      5.123   7.586   0.000000   0.999070
 2184       1.25  0.001   1  29   3.222747e+09    1.2496    1.550   3.704   0.734614   0.263754   0.000164   0.000531   0.000071   0.0000      -11.007      5.157   7.592   0.000000   0.999070
 2185       1.25  0.001   1  30   3.230317e+09    1.2495    1.609   3.701   0.733504   0.264868   0.000162   0.000531   0.000071   0.0000      -10.905      5.190   7.598   0.000000   0.999070
 2186       1.25  0.001   1  31   3.237174e+09    1.2494    1.669   3.699   0.732742   0.265633   0.000161   0.000531   0.000071   0.0000      -10.810      5.221   7.605   0.000000   0.999070
 2187       1.25  0.001   1  32   3.243069e+09    1.2493    1.726   3.696   0.732135   0.266243   0.000160   0.000531   0.000071   0.0000      -10.726      5.250   7.613   0.000000   0.999070
 2188       1.25  0.001   1  33   3.248421e+09    1.2492    1.783   3.692   0.732036   0.266342   0.000160   0.000531   0.000071   0.0000      -10.634      5.278   7.621   0.000000   0.999070
 2189       1.25  0.001   1  34   3.253458e+09    1.2490    1.842   3.688   0.732036   0.266342   0.000160   0.000531   0.000071   0.0000      -10.536      5.307   7.629   0.000000   0.999070
 2190       1.25  0.001   1  35   3.257964e+09    1.2489    1.901   3.684   0.732036   0.266342   0.000160   0.000531   0.000071   0.0000      -10.441      5.334   7.638   0.000000   0.999070
 2191       1.25  0.001   1  36   3.262014e+09    1.2487    1.961   3.681   0.732036   0.266342   0.000160   0.000531   0.000071   0.0000      -10.344      5.361   7.647   0.000000   0.999070
 2192       1.25  0.001   1  37   3.265668e+09    1.2485    2.019   3.678   0.732036   0.266342   0.000160   0.000531   0.000071   0.0000      -10.253      5.388   7.657   0.000000   0.999070
 2193       1.25  0.001   1  38   3.269089e+09    1.2483    2.076   3.675   0.732036   0.266342   0.000160   0.000531   0.000071   0.0000      -10.160      5.415   7.667   0.000000   0.999070
 2194       1.25  0.001   1  39   3.272335e+09    1.2481    2.135   3.672   0.732036   0.266342   0.000160   0.000531   0.000071   0.0000      -10.064      5.443   7.678   0.000000   0.999070
 2195       1.25  0.001   1  40   3.284062e+09    1.2472    2.195   3.670   0.732105   0.266274   0.000160   0.000531   0.000071   0.0000       -9.969      5.529   7.723   0.000000   0.999070
 2196       1.25  0.001   1  41   3.286367e+09    1.2469    2.253   3.666   0.732105   0.266274   0.000160   0.000531   0.000071   0.0000       -9.875      5.550   7.729   0.000000   0.999070
 2197       1.25  0.001   1  42   3.288708e+09    1.2465    2.315   3.663   0.732105   0.266274   0.000160   0.000531   0.000071   0.0000       -9.776      5.573   7.736   0.000000   0.999070
 2198       1.25  0.001   1  43   3.290754e+09    1.2462    2.374   3.659   0.732105   0.266274   0.000160   0.000531   0.000071   0.0000       -9.680      5.596   7.744   0.000000   0.999070
 2199       1.25  0.001   1  44   3.292578e+09    1.2457    2.433   3.655   0.732105   0.266274   0.000160   0.000531   0.000071   0.0000       -9.584      5.618   7.752   0.000000   0.999070

 2200       1.25  0.001   1  45   3.294124e+09    1.2453    2.492   3.652   0.732105   0.266274   0.000160   0.000531   0.000071   0.0000       -9.496      5.638   7.759   0.000000   0.999070
 2201       1.25  0.001   1  46   3.295690e+09    1.2447    2.552   3.649   0.732105   0.266274   0.000160   0.000531   0.000071   0.0000       -9.394      5.661   7.769   0.000000   0.999070
 2202       1.25  0.001   1  47   3.297100e+09    1.2441    2.612   3.645   0.732105   0.266274   0.000160   0.000531   0.000071   0.0000       -9.295      5.685   7.779   0.000000   0.999070
 2203       1.25  0.001   1  48   3.298300e+09    1.2434    2.672   3.642   0.732105   0.266274   0.000160   0.000531   0.000071   0.0000       -9.198      5.706   7.789   0.000000   0.999070
 2204       1.25  0.001   1  49   3.299447e+09    1.2426    2.731   3.638   0.732105   0.266274   0.000160   0.000531   0.000071   0.0000       -9.099      5.730   7.801   0.000000   0.999070
 2205       1.25  0.001   1  50   3.300440e+09    1.2417    2.791   3.632   0.732105   0.266274   0.000160   0.000531   0.000071   0.0000       -8.998      5.752   7.812   0.000000   0.999070
 2206       1.25  0.001   1  51   3.301404e+09    1.2406    2.851   3.628   0.732105   0.266274   0.000160   0.000531   0.000071   0.0000       -8.903      5.793   7.835   0.000000   0.999070
 2207       1.00  0.001   1   1   9.264794e+07    1.0000    0.150   3.827   0.756000   0.243000   0.000224   0.000531   0.000071   0.0329        0.000      1.993   7.161   0.746877   0.252087
 2208       1.00  0.001   1   2   1.222484e+09    1.0000    0.195   3.831   0.756000   0.243000   0.000224   0.000531   0.000071   0.0029        0.000      2.072   7.181   0.621005   0.377981
 2209       1.00  0.001   1   3   1.770657e+09    1.0000    0.222   3.833   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.125   7.194   0.541009   0.457983
 2210       1.00  0.001   1   4   2.299724e+09    1.0000    0.251   3.835   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.182   7.207   0.460916   0.538081
 2211       1.00  0.001   1   5   2.815565e+09    1.0000    0.282   3.837   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.244   7.222   0.380870   0.618131
 2212       1.00  0.001   1   6   3.331406e+09    1.0000    0.316   3.839   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.316   7.238   0.300496   0.698513
 2213       1.00  0.001   1   7   3.873700e+09    1.0000    0.356   3.842   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.404   7.257   0.220019   0.779010
 2214       1.00  0.001   1   8   4.307138e+09    1.0000    0.393   3.844   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.484   7.273   0.160994   0.838056
 2215       1.00  0.001   1   9   4.771262e+09    1.0000    0.436   3.846   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.580   7.295   0.100365   0.898699
 2216       1.00  0.001   1  10   5.059340e+09    1.0000    0.465   3.847   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.644   7.313   0.060883   0.938184
 2217       1.00  0.001   1  11   5.289014e+09    1.0000    0.490   3.848   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.702   7.327   0.029642   0.969427
 2218       1.00  0.001   1  12   5.820907e+09    1.0000    0.560   3.848   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      2.889   7.339   0.000665   0.998405
 2219       1.00  0.001   1  13   6.263588e+09    1.0000    0.638   3.843   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.122   7.347   0.000000   0.999069
 2220       1.00  0.001   1  14   6.601666e+09    1.0000    0.719   3.829   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.430   7.364   0.000000   0.999070
 2221       1.00  0.001   1  15   6.720590e+09    1.0000    0.756   3.814   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.636   7.379   0.000000   0.999070
 2222       1.00  0.001   1  16   6.784068e+09    1.0000    0.775   3.802   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.801   7.394   0.000000   0.999070
 2223       1.00  0.001   1  17   6.835866e+09    1.0000    0.784   3.786   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      3.983   7.417   0.000000   0.999070
 2224       1.00  0.001   1  18   6.860749e+09    1.0000    0.779   3.775   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      4.093   7.434   0.000000   0.999070
 2225       1.00  0.001   1  19   6.889863e+09    1.0000    0.762   3.760   0.756000   0.243000   0.000223   0.000531   0.000071   0.0000        0.000      4.234   7.457   0.000000   0.999070
 2226       1.00  0.001   1  20   6.917732e+09    1.0000    0.750   3.746   0.756000   0.243000   0.000224   0.000531   0.000071   0.0000        0.000      4.372   7.478   0.000000   0.999070
 2227       1.00  0.001   1  21   6.985415e+09    1.0000    0.834   3.724   0.754516   0.243538   0.000223   0.000531   0.000071   0.0000      -12.023      4.637   7.497   0.000000   0.999070
 2228       1.00  0.001   1  22   7.023796e+09    0.9999    0.914   3.719   0.752773   0.245186   0.000223   0.000531   0.000071   0.0000      -11.894      4.752   7.503   0.000000   0.999070
 2229       1.00  0.001   1  23   7.056475e+09    0.9999    0.993   3.716   0.750053   0.247931   0.000222   0.000531   0.000071   0.0000      -11.771      4.838   7.508   0.000000   0.999070
