# Full  o    Mo      Zo    Md  NB       Age         Mass      logL    logTe      X          Y         C12        O16        Ne20      QCC        logMdot log(rho.c)   logTc      Xc         Yc   
#           Msun                         yr        solMass [solLum]    [K]                                                                  [solMass/yr]    [g/cm3]    [K]                       
#
  339      40.00  0.020   2  51   4.941880e+06    3.5749    4.971   4.742   0.000000   0.172844   0.453881   0.345981   0.001421   0.0000       -5.316      6.269   8.966   0.000000   0.000000
  340      25.00  0.020   1   1   4.000304e+04   24.9967    4.897   4.579   0.680000   0.300000   0.004466   0.010607   0.001420   0.5546       -7.102      0.577   7.564   0.675408   0.303988
  341      25.00  0.020   1   2   9.325709e+05   24.9187    4.930   4.571   0.680000   0.300000   0.004466   0.010607   0.001420   0.5374       -7.025      0.548   7.559   0.620544   0.359429
  342      25.00  0.020   1   3   2.066657e+06   24.7995    4.977   4.562   0.680000   0.300000   0.004466   0.010607   0.001420   0.5118       -6.933      0.540   7.562   0.540547   0.439753
  343      25.00  0.020   1   4   3.034431e+06   24.6734    5.022   4.552   0.680000   0.300000   0.004466   0.010607   0.001420   0.4862       -6.837      0.543   7.568   0.460500   0.519950
  344      25.00  0.020   1   5   3.857920e+06   24.5383    5.064   4.539   0.680000   0.300000   0.004466   0.010607   0.001420   0.4609       -6.733      0.554   7.576   0.380879   0.599648
  345      25.00  0.020   1   6   4.570800e+06   24.3891    5.105   4.521   0.680000   0.300000   0.004466   0.010607   0.001420   0.4347       -6.624      0.572   7.586   0.300068   0.680503
  346      25.00  0.020   1   7   5.177188e+06   24.2236    5.144   4.497   0.680000   0.300000   0.004466   0.010607   0.001420   0.4083       -6.505      0.600   7.598   0.219323   0.761273
  347      25.00  0.020   1   8   5.565390e+06   24.0888    5.171   4.475   0.680000   0.300000   0.004466   0.010607   0.001420   0.3898       -6.416      0.629   7.609   0.159924   0.820685
  348      25.00  0.020   1   9   5.912596e+06   23.9405    5.198   4.447   0.680000   0.300000   0.004466   0.010607   0.001420   0.3705       -6.326      0.673   7.624   0.100227   0.880391
  349      25.00  0.020   1  10   6.127655e+06   23.8309    5.216   4.424   0.680000   0.300000   0.004466   0.010607   0.001420   0.3565       -6.262      0.721   7.639   0.059293   0.921331
  350      25.00  0.020   1  11   6.330437e+06   23.7117    5.236   4.404   0.680000   0.300000   0.004466   0.010607   0.001420   0.3419       -6.203      0.826   7.674   0.017183   0.963452
  351      25.00  0.020   1  12   6.401017e+06   23.6668    5.254   4.425   0.680000   0.300000   0.004466   0.010607   0.001420   0.3312       -6.196      1.039   7.743   0.001279   0.979369
  352      25.00  0.020   1  13   6.407744e+06   23.6625    5.290   4.462   0.680000   0.300000   0.004466   0.010607   0.001420   0.1328       -6.187      1.546   7.897   0.000000   0.980660
  353      25.00  0.020   1  14   6.409816e+06   23.6612    5.283   4.448   0.680000   0.300000   0.004466   0.010607   0.001420   0.0510       -6.174      1.804   7.961   0.000000   0.980660
  354      25.00  0.020   1  15   6.413367e+06   23.6583    5.312   4.345   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -6.012      2.235   8.079   0.000000   0.980632
  355      25.00  0.020   1  16   6.415734e+06   23.6557    5.325   4.252   0.680000   0.300000   0.004466   0.010607   0.001420   0.0126       -5.897      2.508   8.161   0.000000   0.980573
  356      25.00  0.020   1  17   6.417495e+06   23.6530    5.329   4.164   0.680000   0.300000   0.004466   0.010607   0.001420   0.1131       -5.771      2.656   8.211   0.000000   0.980082
  357      25.00  0.020   1  18   6.418746e+06   23.6505    5.335   4.087   0.680000   0.300000   0.004466   0.010607   0.001420   0.1710       -5.622      2.680   8.223   0.000000   0.979149
  358      25.00  0.020   1  19   6.419996e+06   23.6467    5.344   4.008   0.680000   0.300000   0.004466   0.010607   0.001420   0.2002       -5.432      2.686   8.228   0.000000   0.978129
  359      25.00  0.020   1  20   6.421496e+06   23.6393    5.353   3.925   0.680000   0.300000   0.004466   0.010607   0.001420   0.2116       -5.226      2.698   8.233   0.000000   0.976815
  360      25.00  0.020   1  21   6.424372e+06   23.6158    5.357   3.829   0.680000   0.300000   0.004466   0.010607   0.001420   0.2123       -5.022      2.761   8.255   0.000000   0.973514
  361      25.00  0.020   1  22   6.437674e+06   23.4423    5.356   3.694   0.680000   0.300000   0.004466   0.010607   0.001420   0.2360       -4.865      2.776   8.263   0.000000   0.949965
  362      25.00  0.020   1  23   6.465542e+06   23.0683    5.339   3.654   0.680000   0.300000   0.004466   0.010607   0.001420   0.2431       -4.910      2.780   8.266   0.000000   0.899804
  363      25.00  0.020   1  24   6.491316e+06   22.7520    5.341   3.641   0.680000   0.300000   0.004466   0.010607   0.001420   0.2515       -4.913      2.785   8.270   0.000000   0.850303
  364      25.00  0.020   1  25   6.517829e+06   22.4288    5.341   3.639   0.679999   0.300000   0.004465   0.010607   0.001420   0.2592       -4.914      2.790   8.274   0.000000   0.799397
  365      25.00  0.020   1  26   6.544241e+06   22.1074    5.342   3.637   0.679999   0.300000   0.004464   0.010607   0.001420   0.2672       -4.915      2.795   8.278   0.000000   0.750100
  366      25.00  0.020   1  27   6.570064e+06   21.7924    5.343   3.636   0.679999   0.300001   0.004463   0.010607   0.001420   0.2752       -4.913      2.800   8.282   0.000000   0.700842
  367      25.00  0.020   1  28   6.597189e+06   21.4597    5.344   3.636   0.679999   0.300001   0.004460   0.010607   0.001420   0.2837       -4.911      2.807   8.286   0.000000   0.650769
  368      25.00  0.020   1  29   6.625758e+06   21.1066    5.346   3.636   0.679998   0.300001   0.004457   0.010607   0.001420   0.2927       -4.906      2.813   8.290   0.000000   0.600664
  369      25.00  0.020   1  30   6.651560e+06   20.7850    5.347   3.637   0.679998   0.300002   0.004453   0.010607   0.001420   0.3016       -4.902      2.821   8.294   0.000000   0.550746
  370      25.00  0.020   1  31   6.681944e+06   20.4031    5.348   3.637   0.679543   0.300456   0.004421   0.010580   0.001420   0.3119       -4.899      2.829   8.299   0.000000   0.499587
  371      25.00  0.020   1  32   6.710468e+06   20.0419    5.350   3.637   0.675918   0.304078   0.004224   0.010378   0.001420   0.3228       -4.896      2.839   8.304   0.000000   0.449358
  372      25.00  0.020   1  33   6.720142e+06   19.9190    5.350   3.637   0.674620   0.305375   0.004154   0.010306   0.001420   0.3262       -4.897      2.841   8.306   0.000000   0.437695
  373      25.00  0.020   1  34   6.773095e+06   19.2417    5.351   3.637   0.666346   0.313647   0.003808   0.009918   0.001420   0.3477       -4.890      2.863   8.317   0.000000   0.350801
  374      25.00  0.020   1  35   6.806596e+06   18.8097    5.352   3.638   0.661037   0.318956   0.003616   0.009691   0.001420   0.3617       -4.888      2.878   8.324   0.000000   0.300492
  375      25.00  0.020   1  36   6.844419e+06   18.3192    5.352   3.639   0.649607   0.330393   0.003342   0.009304   0.001420   0.3775       -4.888      2.897   8.332   0.000000   0.250180
  376      25.00  0.020   1  37   6.881162e+06   17.8442    5.352   3.638   0.634496   0.345517   0.003036   0.008835   0.001420   0.3936       -4.890      2.921   8.342   0.000000   0.200440
  377      25.00  0.020   1  38   6.920066e+06   17.3448    5.349   3.635   0.604822   0.375221   0.002575   0.008018   0.001420   0.4105       -4.899      2.951   8.354   0.000000   0.150486
  378      25.00  0.020   1  39   6.963292e+06   16.8085    5.344   3.632   0.557638   0.422444   0.001882   0.006821   0.001420   0.4275       -4.913      2.997   8.371   0.000000   0.100147
  379      25.00  0.020   1  40   7.003708e+06   16.3193    5.343   3.629   0.529998   0.450095   0.001435   0.006155   0.001420   0.4371       -4.919      3.070   8.397   0.000000   0.050083
  380      25.00  0.020   1  41   7.021592e+06   16.1036    5.344   3.628   0.520625   0.459470   0.001276   0.005928   0.001420   0.4349       -4.917      3.122   8.415   0.000000   0.029812
  381      25.00  0.020   1  42   7.039494e+06   15.8851    5.349   3.626   0.511314   0.468783   0.001116   0.005701   0.001420   0.4243       -4.908      3.216   8.446   0.000000   0.010272
  382      25.00  0.020   1  43   7.049712e+06   15.7565    5.359   3.623   0.501117   0.478983   0.000940   0.005453   0.001420   0.0013       -4.888      3.498   8.538   0.000000   0.000000
  383      25.00  0.020   1  44   7.054308e+06   15.6829    5.424   3.627   0.493089   0.487012   0.000798   0.005257   0.001420   0.0000       -4.713      4.025   8.700   0.000000   0.000000
  384      25.00  0.020   1  45   7.058164e+06   15.6039    5.457   3.630   0.491676   0.488425   0.000775   0.005222   0.001420   0.0000       -4.620      4.492   8.801   0.000000   0.000000
  385      25.00  0.020   1  46   7.058920e+06   15.5850    5.470   3.632   0.489078   0.491028   0.000748   0.005151   0.001420   0.0000       -4.584      4.858   8.855   0.000000   0.000000
  386      25.00  0.020   1  47   7.059053e+06   15.5815    5.472   3.632   0.488019   0.492089   0.000738   0.005122   0.001420   0.0000       -4.579      5.139   8.916   0.000000   0.000000
  387      25.00  0.020   1  48   7.059064e+06   15.5812    5.472   3.632   0.488019   0.492089   0.000738   0.005122   0.001420   0.0000       -4.578      5.185   8.934   0.000000   0.000000
  388      25.00  0.020   1  49   7.059072e+06   15.5810    5.470   3.632   0.487418   0.492691   0.000733   0.005105   0.001420   0.0000       -4.581      5.225   8.946   0.000000   0.000000
  389      25.00  0.020   1  50   7.059082e+06   15.5807    5.469   3.632   0.486305   0.493806   0.000723   0.005074   0.001420   0.0000       -4.584      5.318   8.957   0.000000   0.000000
  390      25.00  0.020   1  51   7.059096e+06   15.5804    5.469   3.633   0.484671   0.495443   0.000709   0.005029   0.001420   0.0000       -4.583      5.778   9.027   0.000000   0.000000
  391      25.00  0.020   2  22   6.437294e+06   23.2968    5.354   3.693   0.680000   0.300000   0.004466   0.010607   0.001420   0.2369       -4.567      2.775   8.262   0.000000   0.951432
  392      25.00  0.020   2  23   6.464840e+06   22.5825    5.338   3.644   0.680000   0.300000   0.004466   0.010607   0.001420   0.2494       -4.617      2.780   8.266   0.000000   0.900670
  393      25.00  0.020   2  24   6.492696e+06   21.9151    5.337   3.640   0.679999   0.300000   0.004464   0.010607   0.001420   0.2613       -4.624      2.785   8.270   0.000000   0.849848
  394      25.00  0.020   2  25   6.518632e+06   21.2982    5.337   3.639   0.679999   0.300001   0.004462   0.010607   0.001420   0.2732       -4.623      2.790   8.274   0.000000   0.800547
  395      25.00  0.020   2  26   6.545500e+06   20.6591    5.337   3.639   0.679998   0.300001   0.004456   0.010607   0.001420   0.2860       -4.622      2.795   8.278   0.000000   0.750820
  396      25.00  0.020   2  27   6.574094e+06   19.9751    5.338   3.641   0.679710   0.300289   0.004429   0.010589   0.001420   0.3003       -4.620      2.800   8.282   0.000000   0.699983
  397      25.00  0.020   2  28   6.609249e+06   19.1150    5.340   3.702   0.674406   0.305588   0.004139   0.010294   0.001420   0.3166       -4.602      2.802   8.285   0.000000   0.650201
  398      25.00  0.020   2  29   6.629834e+06   18.7315    5.346   3.841   0.674406   0.305588   0.004139   0.010294   0.001420   0.3295       -4.760      2.811   8.289   0.000000   0.609405
  399      25.00  0.020   2  30   6.657454e+06   18.2593    5.346   3.843   0.674406   0.305588   0.004139   0.010294   0.001420   0.3432       -4.771      2.820   8.294   0.000000   0.554590

  400      25.00  0.020   2  31   6.684100e+06   17.8023    5.347   3.847   0.674406   0.305588   0.004139   0.010294   0.001420   0.3572       -4.780      2.828   8.299   0.000000   0.503397
  401      25.00  0.020   2  32   6.714612e+06   17.2818    5.347   3.848   0.648934   0.331053   0.003040   0.009073   0.001420   0.3744       -4.780      2.838   8.304   0.000000   0.452157
  402      25.00  0.020   2  33   6.747414e+06   16.7247    5.347   3.852   0.628311   0.351683   0.002405   0.008267   0.001420   0.3938       -4.771      2.849   8.310   0.000000   0.400440
  403      25.00  0.020   2  34   6.786610e+06   16.0684    5.346   3.853   0.576526   0.403528   0.001748   0.006951   0.001420   0.4148       -4.786      2.861   8.317   0.000000   0.351792
  404      25.00  0.020   2  35   6.815183e+06   15.5863    5.345   3.843   0.561585   0.418487   0.001589   0.006593   0.001420   0.4370       -4.767      2.878   8.324   0.000000   0.299937
  405      25.00  0.020   2  36   6.849575e+06   15.0036    5.343   3.847   0.478541   0.501640   0.000813   0.004689   0.001420   0.4614       -4.776      2.897   8.332   0.000000   0.250136
  406      25.00  0.020   2  37   6.886101e+06   14.3962    5.340   3.848   0.466626   0.513524   0.000493   0.004514   0.001420   0.4882       -4.782      2.920   8.342   0.000000   0.200652
  407      25.00  0.020   2  38   6.925612e+06   13.7481    5.338   3.848   0.457745   0.522383   0.000299   0.004414   0.001420   0.5180       -4.787      2.951   8.354   0.000000   0.150819
  408      25.00  0.020   2  39   6.968828e+06   13.0458    5.336   3.848   0.457165   0.522951   0.000220   0.004396   0.001420   0.5501       -4.790      2.996   8.371   0.000000   0.101099
  409      25.00  0.020   2  40   7.009974e+06   12.3494    5.337   3.837   0.456570   0.523540   0.000180   0.004372   0.001420   0.5757       -4.766      3.070   8.397   0.000000   0.050086
  410      25.00  0.020   2  41   7.027148e+06   12.0541    5.340   3.837   0.456495   0.523614   0.000173   0.004369   0.001420   0.5791       -4.763      3.120   8.414   0.000000   0.030640
  411      25.00  0.020   2  42   7.045560e+06   11.7316    5.345   3.836   0.456469   0.523640   0.000170   0.004368   0.001420   0.5733       -4.749      3.214   8.445   0.000000   0.010558
  412      25.00  0.020   2  43   7.056004e+06   11.5418    5.362   3.835   0.456466   0.523643   0.000169   0.004368   0.001420   0.0012       -4.712      3.497   8.537   0.000000   0.000000
  413      25.00  0.020   2  44   7.060588e+06   11.4381    5.418   3.834   0.456455   0.523653   0.000161   0.004368   0.001420   0.0000       -4.564      4.023   8.700   0.000000   0.000000
  414      25.00  0.020   2  45   7.064387e+06   11.3347    5.453   3.821   0.456232   0.523876   0.000155   0.004361   0.001420   0.0000       -4.496      4.475   8.799   0.000000   0.000000
  415      25.00  0.020   2  46   7.065232e+06   11.3067    5.467   3.821   0.455675   0.524434   0.000155   0.004343   0.001420   0.0000       -4.466      4.847   8.854   0.000000   0.000000
  416      25.00  0.020   2  47   7.065376e+06   11.3017    5.469   3.821   0.455470   0.524640   0.000155   0.004337   0.001420   0.0000       -4.463      5.140   8.916   0.000000   0.000000
  417      25.00  0.020   2  48   7.065388e+06   11.3013    5.468   3.821   0.455404   0.524706   0.000155   0.004335   0.001420   0.0000       -4.464      5.189   8.934   0.000000   0.000000
  418      25.00  0.020   2  49   7.065396e+06   11.3010    5.469   3.821   0.455394   0.524717   0.000155   0.004334   0.001420   0.0000       -4.463      5.232   8.946   0.000000   0.000000
  419      25.00  0.020   2  50   7.065407e+06   11.3006    5.469   3.821   0.455302   0.524809   0.000155   0.004331   0.001420   0.0000       -4.463      5.348   8.960   0.000000   0.000000
  420      25.00  0.020   2  51   7.065420e+06   11.3002    5.469   3.821   0.455302   0.524809   0.000155   0.004331   0.001420   0.0000       -4.463      5.883   9.047   0.000000   0.000000
  421      20.00  0.020   1   1   1.004076e+05   19.9955    4.650   4.544   0.680000   0.300000   0.004466   0.010607   0.001420   0.5081       -7.361      0.653   7.550   0.674793   0.304604
  422      20.00  0.020   1   2   1.247887e+06   19.9418    4.684   4.536   0.680000   0.300000   0.004466   0.010607   0.001420   0.4904       -7.302      0.624   7.545   0.620100   0.359854
  423      20.00  0.020   1   3   2.692488e+06   19.8622    4.732   4.528   0.680000   0.300000   0.004466   0.010607   0.001420   0.4658       -7.218      0.615   7.548   0.540912   0.439366
  424      20.00  0.020   1   4   3.933072e+06   19.7794    4.779   4.519   0.680000   0.300000   0.004466   0.010607   0.001420   0.4407       -7.134      0.617   7.555   0.460744   0.519689
  425      20.00  0.020   1   5   4.992558e+06   19.6930    4.824   4.506   0.680000   0.300000   0.004466   0.010607   0.001420   0.4157       -7.044      0.627   7.563   0.379771   0.600745
  426      20.00  0.020   1   6   5.879740e+06   19.6039    4.867   4.490   0.680000   0.300000   0.004466   0.010607   0.001420   0.3910       -6.952      0.644   7.573   0.299698   0.680863
  427      20.00  0.020   1   7   6.635960e+06   19.5096    4.908   4.469   0.680000   0.300000   0.004466   0.010607   0.001420   0.3650       -6.857      0.671   7.585   0.219205   0.761383
  428      20.00  0.020   1   8   7.108396e+06   19.4382    4.936   4.450   0.680000   0.300000   0.004466   0.010607   0.001420   0.3462       -6.786      0.699   7.595   0.161025   0.819576
  429      20.00  0.020   1   9   7.543748e+06   19.3602    4.965   4.426   0.680000   0.300000   0.004466   0.010607   0.001420   0.3271       -6.709      0.743   7.611   0.100118   0.880495
  430      20.00  0.020   1  10   7.798573e+06   19.3073    4.984   4.408   0.680000   0.300000   0.004466   0.010607   0.001420   0.3141       -6.658      0.789   7.626   0.060262   0.920357
  431      20.00  0.020   1  11   8.033662e+06   19.2525    5.004   4.394   0.680000   0.300000   0.004466   0.010607   0.001420   0.3002       -6.608      0.884   7.657   0.019560   0.961068
  432      20.00  0.020   1  12   8.135456e+06   19.2268    5.030   4.423   0.680000   0.300000   0.004466   0.010607   0.001420   0.2861       -6.589      1.145   7.742   0.000789   0.979856
  433      20.00  0.020   1  13   8.140933e+06   19.2254    5.061   4.446   0.680000   0.300000   0.004466   0.010607   0.001420   0.1201       -6.563      1.477   7.841   0.000000   0.980654
  434      20.00  0.020   1  14   8.143912e+06   19.2246    5.055   4.441   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -6.567      1.826   7.922   0.000000   0.980654
  435      20.00  0.020   1  15   8.148084e+06   19.2233    5.078   4.366   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -6.448      2.253   8.030   0.000000   0.980650
  436      20.00  0.020   1  16   8.151004e+06   19.2221    5.094   4.297   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -6.355      2.526   8.106   0.000000   0.980614
  437      20.00  0.020   1  17   8.152682e+06   19.2213    5.101   4.251   0.680000   0.300000   0.004466   0.010607   0.001420   0.0000       -6.293      2.671   8.150   0.000000   0.980492
  438      20.00  0.020   1  18   8.155728e+06   19.2195    5.105   4.148   0.680000   0.300000   0.004466   0.010607   0.001420   0.1091       -6.144      2.820   8.211   0.000000   0.979510
  439      20.00  0.020   1  19   8.157730e+06   19.2177    5.118   4.072   0.680000   0.300000   0.004466   0.010607   0.001420   0.1569       -5.978      2.820   8.218   0.000000   0.978084
  440      20.00  0.020   1  20   8.160498e+06   19.2140    5.133   4.000   0.680000   0.300000   0.004466   0.010607   0.001420   0.1704       -5.799      2.830   8.225   0.000000   0.976105
  441      20.00  0.020   1  21   8.161684e+06   19.2120    5.136   3.982   0.680000   0.300000   0.004466   0.010607   0.001420   0.1695       -5.753      2.840   8.229   0.000000   0.975072
  442      20.00  0.020   1  22   8.179992e+06   19.1687    5.143   3.911   0.680000   0.300000   0.004466   0.010607   0.001420   0.1859       -5.587      2.882   8.247   0.000000   0.950374
  443      20.00  0.020   1  23   8.214234e+06   19.0645    5.141   3.837   0.680000   0.300000   0.004466   0.010607   0.001420   0.1906       -5.453      2.884   8.251   0.000000   0.900944
  444      20.00  0.020   1  24   8.250515e+06   18.9172    5.138   3.749   0.680000   0.300000   0.004466   0.010607   0.001420   0.1963       -5.345      2.885   8.254   0.000000   0.850054
  445      20.00  0.020   1  25   8.278250e+06   18.7961    5.105   3.577   0.680000   0.300000   0.004466   0.010607   0.001420   0.2014       -5.497      2.888   8.258   0.000000   0.808969
  446      20.00  0.020   1  26   8.319217e+06   18.6683    5.113   3.568   0.679999   0.300000   0.004464   0.010607   0.001420   0.2078       -5.504      2.891   8.262   0.000000   0.750567
  447      20.00  0.020   1  27   8.355325e+06   18.5546    5.115   3.567   0.679999   0.300001   0.004463   0.010607   0.001420   0.2132       -5.501      2.895   8.266   0.000000   0.700432
  448      20.00  0.020   1  28   8.388772e+06   18.4485    5.118   3.567   0.679998   0.300001   0.004461   0.010607   0.001420   0.2182       -5.497      2.901   8.271   0.000000   0.649561
  449      20.00  0.020   1  29   8.424187e+06   18.3353    5.120   3.566   0.679998   0.300001   0.004460   0.010607   0.001420   0.2234       -5.493      2.906   8.275   0.000000   0.600118
  450      20.00  0.020   1  30   8.458337e+06   18.2251    5.123   3.566   0.679998   0.300001   0.004458   0.010607   0.001420   0.2283       -5.490      2.913   8.280   0.000000   0.549272
  451      20.00  0.020   1  31   8.495017e+06   18.1057    5.125   3.566   0.679998   0.300001   0.004455   0.010607   0.001420   0.2341       -5.486      2.920   8.284   0.000000   0.499430
  452      20.00  0.020   1  32   8.534226e+06   17.9770    5.128   3.565   0.679997   0.300002   0.004452   0.010607   0.001420   0.2405       -5.481      2.928   8.290   0.000000   0.449701
  453      20.00  0.020   1  33   8.570906e+06   17.8554    5.131   3.565   0.679997   0.300002   0.004447   0.010607   0.001420   0.2459       -5.478      2.936   8.295   0.000000   0.399138
  454      20.00  0.020   1  34   8.611380e+06   17.7200    5.134   3.564   0.679996   0.300003   0.004441   0.010607   0.001420   0.2535       -5.473      2.949   8.302   0.000000   0.350514
  455      20.00  0.020   1  35   8.655648e+06   17.5705    5.137   3.564   0.679946   0.300052   0.004431   0.010605   0.001420   0.2605       -5.469      2.963   8.309   0.000000   0.300311
  456      20.00  0.020   1  36   8.695895e+06   17.4333    5.140   3.563   0.679770   0.300228   0.004415   0.010600   0.001420   0.2674       -5.466      2.981   8.318   0.000000   0.250585
  457      20.00  0.020   1  37   8.743338e+06   17.2703    5.142   3.563   0.677805   0.302189   0.004325   0.010538   0.001420   0.2744       -5.463      3.003   8.328   0.000000   0.200755
  458      20.00  0.020   1  38   8.797265e+06   17.0844    5.144   3.561   0.674539   0.305448   0.004182   0.010434   0.001420   0.2811       -5.462      3.033   8.340   0.000000   0.149765
  459      20.00  0.020   1  39   8.840972e+06   16.9338    5.146   3.559   0.671822   0.308159   0.004064   0.010348   0.001420   0.2869       -5.463      3.075   8.356   0.000000   0.100610
  460      20.00  0.020   1  40   8.889138e+06   16.7690    5.145   3.556   0.657280   0.322706   0.003728   0.009907   0.001420   0.2879       -5.474      3.145   8.381   0.000000   0.050910
  461      20.00  0.020   1  41   8.910446e+06   16.6979    5.144   3.554   0.638824   0.341177   0.003384   0.009356   0.001420   0.2843       -5.480      3.193   8.398   0.000000   0.030846
  462      20.00  0.020   1  42   8.933505e+06   16.6219    5.146   3.552   0.615112   0.364900   0.002939   0.008701   0.001420   0.2749       -5.481      3.289   8.430   0.000000   0.010160
  463      20.00  0.020   1  43   8.946208e+06   16.5797    5.157   3.549   0.592826   0.387195   0.002521   0.008091   0.001420   0.0016       -5.469      3.575   8.523   0.000000   0.000000
  464      20.00  0.020   1  44   8.948843e+06   16.5703    5.191   3.546   0.581139   0.398887   0.002301   0.007771   0.001420   0.0000       -5.409      3.835   8.602   0.000000   0.000000
  465      20.00  0.020   1  45   8.954606e+06   16.5467    5.203   3.546   0.579664   0.400362   0.002273   0.007731   0.001420   0.0000       -5.389      4.231   8.702   0.000000   0.000000
  466      20.00  0.020   1  46   8.959626e+06   16.5220    5.273   3.548   0.575744   0.404284   0.002199   0.007623   0.001420   0.0000       -5.230      4.872   8.822   0.000000   0.000000
  467      20.00  0.020   1  47   8.960236e+06   16.5183    5.282   3.547   0.575467   0.404561   0.002195   0.007615   0.001420   0.0050       -5.216      5.235   8.914   0.000000   0.000000
  468      20.00  0.020   1  48   8.960284e+06   16.5180    5.282   3.547   0.575467   0.404561   0.002195   0.007615   0.001420   0.0145       -5.216      5.262   8.937   0.000000   0.000000
  469      20.00  0.020   1  49   8.960314e+06   16.5178    5.282   3.547   0.575467   0.404561   0.002195   0.007615   0.001420   0.0166       -5.216      5.301   8.952   0.000000   0.000000
  470      20.00  0.020   1  50   8.960336e+06   16.5177    5.282   3.547   0.575467   0.404561   0.002195   0.007615   0.001420   0.0084       -5.216      5.386   8.965   0.000000   0.000000
  471      20.00  0.020   1  51   8.960388e+06   16.5174    5.281   3.547   0.575421   0.404607   0.002194   0.007614   0.001420   0.0000       -5.220      5.986   9.006   0.000000   0.000000
  472      20.00  0.020   2  22   8.179744e+06   19.1278    5.142   3.908   0.680000   0.300000   0.004466   0.010607   0.001420   0.1865       -5.282      2.882   8.247   0.000000   0.950935
  473      20.00  0.020   2  23   8.215250e+06   18.9021    5.137   3.811   0.680000   0.300000   0.004466   0.010607   0.001420   0.1924       -5.116      2.884   8.251   0.000000   0.900034
  474      20.00  0.020   2  24   8.250548e+06   18.6017    5.107   3.588   0.680000   0.300000   0.004466   0.010607   0.001420   0.1995       -5.174      2.886   8.254   0.000000   0.850753
  475      20.00  0.020   2  25   8.285306e+06   18.3877    5.108   3.568   0.679999   0.300000   0.004464   0.010607   0.001420   0.2070       -5.211      2.888   8.258   0.000000   0.799741
  476      20.00  0.020   2  26   8.320205e+06   18.1723    5.110   3.567   0.679998   0.300001   0.004462   0.010607   0.001420   0.2133       -5.208      2.892   8.262   0.000000   0.750240
  477      20.00  0.020   2  27   8.356446e+06   17.9474    5.112   3.567   0.679998   0.300001   0.004459   0.010607   0.001420   0.2202       -5.206      2.895   8.266   0.000000   0.700556
  478      20.00  0.020   2  28   8.390004e+06   17.7375    5.115   3.566   0.679998   0.300001   0.004457   0.010607   0.001420   0.2268       -5.202      2.901   8.270   0.000000   0.649912
  479      20.00  0.020   2  29   8.425756e+06   17.5121    5.117   3.566   0.679997   0.300002   0.004453   0.010607   0.001420   0.2336       -5.198      2.906   8.275   0.000000   0.600702
  480      20.00  0.020   2  30   8.460393e+06   17.2918    5.120   3.566   0.679997   0.300002   0.004448   0.010607   0.001420   0.2405       -5.195      2.913   8.279   0.000000   0.549621
  481      20.00  0.020   2  31   8.497585e+06   17.0531    5.123   3.565   0.679996   0.300003   0.004440   0.010607   0.001420   0.2484       -5.191      2.920   8.284   0.000000   0.499529
  482      20.00  0.020   2  32   8.537896e+06   16.7917    5.126   3.565   0.679975   0.300023   0.004431   0.010606   0.001420   0.2572       -5.186      2.928   8.290   0.000000   0.448745
  483      20.00  0.020   2  33   8.573674e+06   16.5575    5.128   3.565   0.679825   0.300173   0.004416   0.010602   0.001420   0.2658       -5.182      2.938   8.295   0.000000   0.399951
  484      20.00  0.020   2  34   8.615221e+06   16.2833    5.130   3.564   0.678863   0.301132   0.004365   0.010571   0.001420   0.2755       -5.179      2.950   8.302   0.000000   0.349950
  485      20.00  0.020   2  35   8.656802e+06   16.0072    5.133   3.563   0.676048   0.303942   0.004241   0.010482   0.001420   0.2856       -5.177      2.964   8.309   0.000000   0.300472
  486      20.00  0.020   2  36   8.699627e+06   15.7219    5.135   3.562   0.672929   0.307054   0.004105   0.010383   0.001420   0.2961       -5.176      2.981   8.317   0.000000   0.250778
  487      20.00  0.020   2  37   8.746770e+06   15.4061    5.137   3.562   0.670014   0.309963   0.003979   0.010291   0.001420   0.3071       -5.172      3.002   8.327   0.000000   0.199002
  488      20.00  0.020   2  38   8.794433e+06   15.0862    5.139   3.560   0.667149   0.312822   0.003854   0.010200   0.001420   0.3179       -5.172      3.029   8.338   0.000000   0.149681
  489      20.00  0.020   2  39   8.844760e+06   14.7488    5.138   3.557   0.649127   0.330855   0.003477   0.009656   0.001420   0.3292       -5.182      3.076   8.356   0.000000   0.100231
  490      20.00  0.020   2  40   8.894019e+06   14.4294    5.137   3.554   0.614813   0.365197   0.002856   0.008641   0.001420   0.3334       -5.192      3.148   8.382   0.000000   0.049915
  491      20.00  0.020   2  41   8.915693e+06   14.2909    5.138   3.552   0.597876   0.382142   0.002548   0.008181   0.001420   0.3312       -5.194      3.198   8.399   0.000000   0.029633
  492      20.00  0.020   2  42   8.936787e+06   14.1562    5.142   3.550   0.581303   0.398722   0.002249   0.007733   0.001420   0.3222       -5.193      3.286   8.429   0.000000   0.010699
  493      20.00  0.020   2  43   8.950139e+06   14.0692    5.155   3.548   0.561577   0.418457   0.001888   0.007201   0.001420   0.0018       -5.177      3.576   8.523   0.000000   0.000000
